,Year,Month,Unemployment Rate,Date,Age,Unemployment level,Employment Level,RoC_Unemployment_level,RoC_Unemployment_rate,RoC_Employment_level
444,1973,Sep,8.1,1973-09,20 to 24 years,1047,11875,-78,1.1,726
445,1974,Sep,9.6,1974-09,20 to 24 years,1300,12190,253,-1.5,315
446,1975,Sep,13.9,1975-09,20 to 24 years,1937,11955,637,-4.3,-235
447,1976,Sep,11.7,1976-09,20 to 24 years,1670,12635,-267,2.2,680
448,1977,Sep,10.7,1977-09,20 to 24 years,1599,13372,-71,1,737
449,1978,Sep,9.4,1978-09,20 to 24 years,1454,14036,-145,1.3,664
450,1979,Sep,9.4,1979-09,20 to 24 years,1485,14394,31,0,358
451,1980,Sep,12.2,1980-09,20 to 24 years,1940,13993,455,-2.8,-401
452,1981,Sep,12.3,1981-09,20 to 24 years,1979,14056,39,-0.1,63
453,1982,Sep,15.3,1982-09,20 to 24 years,2453,13578,474,-3,-478
454,1983,Sep,13.8,1983-09,20 to 24 years,2223,13868,-230,1.5,290
455,1984,Sep,11.4,1984-09,20 to 24 years,1825,14178,-398,2.4,310
456,1985,Sep,10.9,1985-09,20 to 24 years,1718,13979,-107,0.5,-199
457,1986,Sep,11.1,1986-09,20 to 24 years,1717,13705,-1,-0.2,-274
458,1987,Sep,9.4,1987-09,20 to 24 years,1405,13488,-312,1.7,-217
459,1988,Sep,8.2,1988-09,20 to 24 years,1181,13232,-224,1.2,-256
460,1989,Sep,8.8,1989-09,20 to 24 years,1234,12813,53,-0.6,-419
461,1990,Sep,9.2,1990-09,20 to 24 years,1350,13353,116,-0.4,540
462,1991,Sep,10.8,1991-09,20 to 24 years,1568,12980,218,-1.6,-373
463,1992,Sep,11.3,1992-09,20 to 24 years,1634,12874,66,-0.5,-106
464,1993,Sep,9.7,1993-09,20 to 24 years,1382,12822,-252,1.6,-52
465,1994,Sep,9.2,1994-09,20 to 24 years,1304,12798,-78,0.5,-24
466,1995,Sep,9.9,1995-09,20 to 24 years,1340,12183,36,-0.7,-615
467,1996,Sep,8.9,1996-09,20 to 24 years,1192,12140,-148,1,-43
468,1997,Sep,8.3,1997-09,20 to 24 years,1124,12437,-68,0.6,297
469,1998,Sep,8.4,1998-09,20 to 24 years,1156,12542,32,-0.1,105
470,1999,Sep,7.4,1999-09,20 to 24 years,1042,13017,-114,1,475
471,2000,Sep,6.5,2000-09,20 to 24 years,942,13457,-100,0.9,440
472,2001,Sep,8.4,2001-09,20 to 24 years,1238,13482,296,-1.9,25
473,2002,Sep,9.4,2002-09,20 to 24 years,1390,13443,152,-1,-39
474,2003,Sep,10.5,2003-09,20 to 24 years,1569,13408,179,-1.1,-35
475,2004,Sep,9.4,2004-09,20 to 24 years,1418,13617,-151,1.1,209
476,2005,Sep,8.6,2005-09,20 to 24 years,1308,13827,-110,0.8,210
477,2006,Sep,7.9,2006-09,20 to 24 years,1197,13912,-111,0.7,85
478,2007,Sep,9,2007-09,20 to 24 years,1371,13929,174,-1.1,17
479,2008,Sep,11,2008-09,20 to 24 years,1673,13570,302,-2,-359
480,2009,Sep,15.3,2009-09,20 to 24 years,2262,12567,589,-4.3,-1003
481,2010,Sep,14.8,2010-09,20 to 24 years,2234,12821,-28,0.5,254
482,2011,Sep,14.6,2011-09,20 to 24 years,2240,13088,6,0.2,267
483,2012,Sep,12.3,2012-09,20 to 24 years,1903,13515,-337,2.3,427
484,2013,Sep,12.8,2013-09,20 to 24 years,2009,13733,106,-0.5,218
485,2014,Sep,11.6,2014-09,20 to 24 years,1817,13863,-192,1.2,130
486,2015,Sep,9.2,2015-09,20 to 24 years,1422,13962,-395,2.4,99
487,2016,Sep,8.2,2016-09,20 to 24 years,1245,13962,-177,1,0
488,2017,Sep,7.6,2017-09,20 to 24 years,1160,14192,-85,0.6,230
489,2018,Sep,6.9,2018-09,20 to 24 years,1044,13995,-116,0.7,-197
490,2019,Sep,6.3,2019-09,20 to 24 years,960,14290,-84,0.6,295
491,2020,Sep,12.5,2020-09,20 to 24 years,1813,12639,853,-6.2,-1651
492,2021,Sep,7.8,2021-09,20 to 24 years,1141,13533,-672,4.7,894
493,2022,Sep,7,2022-09,20 to 24 years,1030,13752,-111,0.8,219
494,1969,Oct,6,1969-10,20 to 24 years,604,9403,-426,1,-4349
495,1970,Oct,9.1,1970-10,20 to 24 years,987,9884,383,-3.1,481
496,1971,Oct,9.5,1971-10,20 to 24 years,1092,10448,105,-0.4,564
497,1972,Oct,9.6,1972-10,20 to 24 years,1187,11201,95,-0.1,753
498,1973,Oct,7.1,1973-10,20 to 24 years,917,12085,-270,2.5,884
499,1974,Oct,9.3,1974-10,20 to 24 years,1258,12248,341,-2.2,163
500,1975,Oct,13.7,1975-10,20 to 24 years,1888,11943,630,-4.4,-305
501,1976,Oct,12.4,1976-10,20 to 24 years,1784,12640,-104,1.3,697
502,1977,Oct,10.4,1977-10,20 to 24 years,1558,13380,-226,2,740
503,1978,Oct,8.7,1978-10,20 to 24 years,1347,14188,-211,1.7,808
504,1979,Oct,9.5,1979-10,20 to 24 years,1500,14321,153,-0.8,133
505,1980,Oct,12.3,1980-10,20 to 24 years,1973,14105,473,-2.8,-216
506,1981,Oct,12.6,1981-10,20 to 24 years,2039,14118,66,-0.3,13
507,1982,Oct,15.8,1982-10,20 to 24 years,2531,13518,492,-3.2,-600
508,1983,Oct,13.6,1983-10,20 to 24 years,2181,13807,-350,2.2,289
509,1984,Oct,11.1,1984-10,20 to 24 years,1780,14231,-401,2.5,424
510,1985,Oct,11.1,1985-10,20 to 24 years,1742,13979,-38,0,-252
511,1986,Oct,10.6,1986-10,20 to 24 years,1629,13698,-113,0.5,-281
512,1987,Oct,8.8,1987-10,20 to 24 years,1295,13440,-334,1.8,-258
513,1988,Oct,8.5,1988-10,20 to 24 years,1219,13179,-76,0.3,-261
514,1989,Oct,8.7,1989-10,20 to 24 years,1217,12734,-2,-0.2,-445
515,1990,Oct,9.4,1990-10,20 to 24 years,1373,13302,156,-0.7,568
516,1991,Oct,11.4,1991-10,20 to 24 years,1663,12913,290,-2,-389
517,1992,Oct,11.2,1992-10,20 to 24 years,1610,12742,-53,0.2,-171
518,1993,Oct,10.1,1993-10,20 to 24 years,1439,12800,-171,1.1,58
519,1994,Oct,9,1994-10,20 to 24 years,1275,12877,-164,1.1,77
520,1995,Oct,9.5,1995-10,20 to 24 years,1286,12219,11,-0.5,-658
521,1996,Oct,8.9,1996-10,20 to 24 years,1188,12227,-98,0.6,8
522,1997,Oct,8.6,1997-10,20 to 24 years,1160,12381,-28,0.3,154
523,1998,Oct,7.3,1998-10,20 to 24 years,992,12688,-168,1.3,307
524,1999,Oct,7.7,1999-10,20 to 24 years,1073,12928,81,-0.4,240
525,2000,Oct,6.7,2000-10,20 to 24 years,967,13482,-106,1,554
526,2001,Oct,9.1,2001-10,20 to 24 years,1334,13259,367,-2.4,-223
527,2002,Oct,10,2002-10,20 to 24 years,1483,13295,149,-0.9,36
528,2003,Oct,9.8,2003-10,20 to 24 years,1463,13430,-20,0.2,135
529,2004,Oct,9.7,2004-10,20 to 24 years,1477,13823,14,0.1,393
530,2005,Oct,8.3,2005-10,20 to 24 years,1268,13991,-209,1.4,168
531,2006,Oct,8.4,2006-10,20 to 24 years,1275,13881,7,-0.1,-110
532,2007,Oct,8.6,2007-10,20 to 24 years,1297,13852,22,-0.2,-29
533,2008,Oct,10.8,2008-10,20 to 24 years,1644,13565,347,-2.2,-287
534,2009,Oct,15.8,2009-10,20 to 24 years,2328,12428,684,-5,-1137
535,2010,Oct,15.3,2010-10,20 to 24 years,2311,12747,-17,0.5,319
536,2011,Oct,13.9,2011-10,20 to 24 years,2151,13320,-160,1.4,573
537,2012,Oct,13.1,2012-10,20 to 24 years,2039,13533,-112,0.8,213
538,2013,Oct,12.2,2013-10,20 to 24 years,1892,13679,-147,0.9,146
539,2014,Oct,10.3,2014-10,20 to 24 years,1621,14147,-271,1.9,468
540,2015,Oct,9.2,2015-10,20 to 24 years,1424,14093,-197,1.1,-54
541,2016,Oct,8.6,2016-10,20 to 24 years,1302,13900,-122,0.6,-193
542,2017,Oct,7.4,2017-10,20 to 24 years,1131,14123,-171,1.2,223
543,2018,Oct,7,2018-10,20 to 24 years,1044,13807,-87,0.4,-316
544,2019,Oct,6.4,2019-10,20 to 24 years,973,14268,-71,0.6,461
545,2020,Oct,11,2020-10,20 to 24 years,1626,13158,653,-4.6,-1110
546,2021,Oct,7.3,2021-10,20 to 24 years,1077,13729,-549,3.7,571
547,2022,Oct,6.9,2022-10,20 to 24 years,1021,13780,-56,0.4,51
548,1969,Nov,5.8,1969-11,20 to 24 years,580,9474,-441,1.1,-4306
549,1970,Nov,9.8,1970-11,20 to 24 years,1075,9857,495,-4,383
550,1971,Nov,10.4,1971-11,20 to 24 years,1204,10375,129,-0.6,518
551,1972,Nov,8.7,1972-11,20 to 24 years,1073,11311,-131,1.7,936
552,1973,Nov,7.4,1973-11,20 to 24 years,964,12114,-109,1.3,803
553,1974,Nov,10.5,1974-11,20 to 24 years,1429,12158,465,-3.1,44
554,1975,Nov,13.6,1975-11,20 to 24 years,1869,11878,440,-3.1,-280
555,1976,Nov,12.3,1976-11,20 to 24 years,1792,12760,-77,1.3,882
556,1977,Nov,10.5,1977-11,20 to 24 years,1566,13412,-226,1.8,652
557,1978,Nov,9.2,1978-11,20 to 24 years,1429,14090,-137,1.3,678
558,1979,Nov,9,1979-11,20 to 24 years,1414,14375,-15,0.2,285
559,1980,Nov,12.1,1980-11,20 to 24 years,1934,14100,520,-3.1,-275
560,1981,Nov,12.8,1981-11,20 to 24 years,2060,13978,126,-0.7,-122
561,1982,Nov,16.4,1982-11,20 to 24 years,2639,13496,579,-3.6,-482
562,1983,Nov,13,1983-11,20 to 24 years,2074,13928,-565,3.4,432
563,1984,Nov,10.9,1984-11,20 to 24 years,1757,14315,-317,2.1,387
564,1985,Nov,11.1,1985-11,20 to 24 years,1732,13919,-25,-0.2,-396
565,1986,Nov,10,1986-11,20 to 24 years,1543,13811,-189,1.1,-108
566,1987,Nov,8.8,1987-11,20 to 24 years,1295,13444,-248,1.2,-367
567,1988,Nov,8.5,1988-11,20 to 24 years,1224,13099,-71,0.3,-345
568,1989,Nov,9,1989-11,20 to 24 years,1252,12726,28,-0.5,-373
569,1990,Nov,9.4,1990-11,20 to 24 years,1368,13251,116,-0.4,525
570,1991,Nov,11.3,1991-11,20 to 24 years,1635,12889,267,-1.9,-362
571,1992,Nov,11.2,1992-11,20 to 24 years,1630,12877,-5,0.1,-12
572,1993,Nov,10,1993-11,20 to 24 years,1418,12768,-212,1.2,-109
573,1994,Nov,9.2,1994-11,20 to 24 years,1293,12788,-125,0.8,20
574,1995,Nov,8.8,1995-11,20 to 24 years,1177,12183,-116,0.4,-605
575,1996,Nov,9.1,1996-11,20 to 24 years,1219,12180,42,-0.3,-3
576,1997,Nov,8.5,1997-11,20 to 24 years,1154,12464,-65,0.6,284
577,1998,Nov,6.8,1998-11,20 to 24 years,932,12689,-222,1.7,225
578,1999,Nov,7.6,1999-11,20 to 24 years,1064,12950,132,-0.8,261
579,2000,Nov,6.8,2000-11,20 to 24 years,983,13410,-81,0.8,460
580,2001,Nov,9.3,2001-11,20 to 24 years,1362,13318,379,-2.5,-92
581,2002,Nov,9.6,2002-11,20 to 24 years,1431,13422,69,-0.3,104
582,2003,Nov,10.3,2003-11,20 to 24 years,1535,13365,104,-0.7,-57
583,2004,Nov,9.1,2004-11,20 to 24 years,1388,13789,-147,1.2,424
584,2005,Nov,8.3,2005-11,20 to 24 years,1269,13937,-119,0.8,148
585,2006,Nov,8.5,2006-11,20 to 24 years,1296,13900,27,-0.2,-37
586,2007,Nov,8.3,2007-11,20 to 24 years,1261,14001,-35,0.2,101
587,2008,Nov,11.2,2008-11,20 to 24 years,1700,13437,439,-2.9,-564
588,2009,Nov,16,2009-11,20 to 24 years,2363,12432,663,-4.8,-1005
589,2010,Nov,16.1,2010-11,20 to 24 years,2445,12741,82,-0.1,309
590,2011,Nov,14.3,2011-11,20 to 24 years,2203,13174,-242,1.8,433
591,2012,Nov,12.9,2012-11,20 to 24 years,2007,13570,-196,1.4,396
592,2013,Nov,11.6,2013-11,20 to 24 years,1806,13748,-201,1.3,178
593,2014,Nov,10.8,2014-11,20 to 24 years,1702,14004,-104,0.8,256
594,2015,Nov,9.7,2015-11,20 to 24 years,1507,13996,-195,1.1,-8
595,2016,Nov,8.3,2016-11,20 to 24 years,1268,14049,-239,1.4,53
596,2017,Nov,7.4,2017-11,20 to 24 years,1110,13958,-158,0.9,-91
597,2018,Nov,6.7,2018-11,20 to 24 years,996,13893,-114,0.7,-65
598,2019,Nov,6.5,2019-11,20 to 24 years,981,14029,-15,0.2,136
599,2020,Nov,10.7,2020-11,20 to 24 years,1580,13158,599,-4.2,-871
600,2021,Nov,7.4,2021-11,20 to 24 years,1099,13830,-481,3.3,672
601,2022,Nov,6.8,2022-11,20 to 24 years,1011,13759,-88,0.6,-71
602,1969,Dec,5.9,1969-12,20 to 24 years,596,9480,-415,0.9,-4279
603,1970,Dec,10,1970-12,20 to 24 years,1099,9920,503,-4.1,440
604,1971,Dec,9.9,1971-12,20 to 24 years,1164,10566,65,0.1,646
605,1972,Dec,8.5,1972-12,20 to 24 years,1060,11412,-104,1.4,846
606,1973,Dec,7.7,1973-12,20 to 24 years,1012,12166,-48,0.8,754
607,1974,Dec,11.6,1974-12,20 to 24 years,1576,12047,564,-3.9,-119
608,1975,Dec,12.9,1975-12,20 to 24 years,1795,12098,219,-1.3,51
609,1976,Dec,12.1,1976-12,20 to 24 years,1764,12813,-31,0.8,715
610,1977,Dec,10.1,1977-12,20 to 24 years,1518,13524,-246,2,711
611,1978,Dec,9.2,1978-12,20 to 24 years,1437,14168,-81,0.9,644
612,1979,Dec,10,1979-12,20 to 24 years,1586,14275,149,-0.8,107
613,1980,Dec,11.5,1980-12,20 to 24 years,1843,14122,257,-1.5,-153
614,1981,Dec,13.5,1981-12,20 to 24 years,2172,13910,329,-2,-212
615,1982,Dec,16.3,1982-12,20 to 24 years,2630,13546,458,-2.8,-364
616,1983,Dec,12.4,1983-12,20 to 24 years,1972,13923,-658,3.9,377
617,1984,Dec,11.1,1984-12,20 to 24 years,1782,14240,-190,1.3,317
618,1985,Dec,10.7,1985-12,20 to 24 years,1675,13997,-107,0.4,-243
619,1986,Dec,10.7,1986-12,20 to 24 years,1636,13688,-39,0,-309
620,1987,Dec,8.5,1987-12,20 to 24 years,1248,13356,-388,2.2,-332
621,1988,Dec,8.6,1988-12,20 to 24 years,1237,13077,-11,-0.1,-279
622,1989,Dec,8.8,1989-12,20 to 24 years,1207,12559,-30,-0.2,-518
623,1990,Dec,9.2,1990-12,20 to 24 years,1340,13240,133,-0.4,681
624,1991,Dec,11.8,1991-12,20 to 24 years,1707,12799,367,-2.6,-441
625,1992,Dec,11.4,1992-12,20 to 24 years,1662,12855,-45,0.4,56
626,1993,Dec,9.8,1993-12,20 to 24 years,1387,12770,-275,1.6,-85
627,1994,Dec,8.6,1994-12,20 to 24 years,1202,12854,-185,1.2,84
628,1995,Dec,9.2,1995-12,20 to 24 years,1229,12183,27,-0.6,-671
629,1996,Dec,9.1,1996-12,20 to 24 years,1214,12179,-15,0.1,-4
630,1997,Dec,8.5,1997-12,20 to 24 years,1163,12474,-51,0.6,295
631,1998,Dec,7.2,1998-12,20 to 24 years,975,12639,-188,1.3,165
632,1999,Dec,7.3,1999-12,20 to 24 years,1030,13052,55,-0.1,413
633,2000,Dec,7,2000-12,20 to 24 years,1010,13435,-20,0.3,383
634,2001,Dec,9.7,2001-12,20 to 24 years,1421,13286,411,-2.7,-149
635,2002,Dec,9.8,2002-12,20 to 24 years,1454,13413,33,-0.1,127
636,2003,Dec,9.5,2003-12,20 to 24 years,1412,13441,-42,0.3,28
637,2004,Dec,8.8,2004-12,20 to 24 years,1340,13847,-72,0.7,406
638,2005,Dec,8.4,2005-12,20 to 24 years,1265,13830,-75,0.4,-17
639,2006,Dec,7.8,2006-12,20 to 24 years,1197,14122,-68,0.6,292
640,2007,Dec,9.4,2007-12,20 to 24 years,1420,13747,223,-1.6,-375
641,2008,Dec,12.3,2008-12,20 to 24 years,1886,13413,466,-2.9,-334
642,2009,Dec,15.5,2009-12,20 to 24 years,2284,12444,398,-3.2,-969
643,2010,Dec,15.1,2010-12,20 to 24 years,2263,12729,-21,0.4,285
644,2011,Dec,14.3,2011-12,20 to 24 years,2188,13158,-75,0.8,429
645,2012,Dec,13.8,2012-12,20 to 24 years,2155,13511,-33,0.5,353
646,2013,Dec,10.8,2013-12,20 to 24 years,1692,13920,-463,3,409
647,2014,Dec,10.5,2014-12,20 to 24 years,1623,13869,-69,0.3,-51
648,2015,Dec,9.2,2015-12,20 to 24 years,1425,14120,-198,1.3,251
649,2016,Dec,8.2,2016-12,20 to 24 years,1261,14155,-164,1,35
650,2017,Dec,7.3,2017-12,20 to 24 years,1102,13934,-159,0.9,-221
651,2018,Dec,7.4,2018-12,20 to 24 years,1114,13868,12,-0.1,-66
652,2019,Dec,6.7,2019-12,20 to 24 years,1003,14062,-111,0.7,194
653,2020,Dec,11.3,2020-12,20 to 24 years,1662,13105,659,-4.6,-957
654,2021,Dec,7.1,2021-12,20 to 24 years,1058,13864,-604,4.2,759
655,2022,Dec,7.3,2022-12,20 to 24 years,1085,13834,27,-0.2,-30
656,1969,Jan,2.6,1969-01,25 to 34 years,423,15648,-662,4.7,1814
657,1970,Jan,3.2,1970-01,25 to 34 years,539,16181,116,-0.6,533
658,1971,Jan,5.3,1971-01,25 to 34 years,911,16439,372,-2.1,258
659,1972,Jan,5,1972-01,25 to 34 years,907,17394,-4,0.3,955
660,1973,Jan,4.4,1973-01,25 to 34 years,861,18800,-46,0.6,1406
661,1974,Jan,4.3,1974-01,25 to 34 years,917,20274,56,0.1,1474
662,1975,Jan,7.3,1975-01,25 to 34 years,1643,20723,726,-3,449
663,1976,Jan,7.1,1976-01,25 to 34 years,1672,21943,29,0.2,1220
664,1977,Jan,6.9,1977-01,25 to 34 years,1703,23115,31,0.2,1172
665,1978,Jan,5.7,1978-01,25 to 34 years,1477,24584,-226,1.2,1469
666,1979,Jan,5.4,1979-01,25 to 34 years,1477,25953,0,0.3,1369
667,1980,Jan,5.6,1980-01,25 to 34 years,1616,27252,139,-0.2,1299
668,1981,Jan,7.2,1981-01,25 to 34 years,2157,27702,541,-1.6,450
669,1982,Jan,8.3,1982-01,25 to 34 years,2552,28289,395,-1.1,587
670,1983,Jan,10.6,1983-01,25 to 34 years,3324,28102,772,-2.3,-187
671,1984,Jan,8,1984-01,25 to 34 years,2583,29673,-741,2.6,1571
672,1985,Jan,7.1,1985-01,25 to 34 years,2371,30822,-212,0.9,1149
673,1986,Jan,6.3,1986-01,25 to 34 years,2173,32048,-198,0.8,1226
674,1987,Jan,6.8,1987-01,25 to 34 years,2392,32536,219,-0.5,488
675,1988,Jan,5.6,1988-01,25 to 34 years,1985,33418,-407,1.2,882
676,1989,Jan,5,1989-01,25 to 34 years,1786,33992,-199,0.6,574
677,1990,Jan,5.1,1990-01,25 to 34 years,1864,34382,78,-0.1,390
678,1991,Jan,6.3,1991-01,25 to 34 years,2233,33251,369,-1.2,-1131
679,1992,Jan,7.4,1992-01,25 to 34 years,2638,32838,405,-1.1,-413
680,1993,Jan,7.2,1993-01,25 to 34 years,2507,32509,-131,0.2,-329
681,1994,Jan,6.5,1994-01,25 to 34 years,2247,32247,-260,0.7,-262
682,1995,Jan,5.8,1995-01,25 to 34 years,1974,32313,-273,0.7,66
683,1996,Jan,5.5,1996-01,25 to 34 years,1856,32096,-118,0.3,-217
684,1997,Jan,4.9,1997-01,25 to 34 years,1655,31935,-201,0.6,-161
685,1998,Jan,4.2,1998-01,25 to 34 years,1405,31677,-250,0.7,-258
686,1999,Jan,4.1,1999-01,25 to 34 years,1339,31374,-66,0.1,-303
687,2000,Jan,3.6,2000-01,25 to 34 years,1184,31859,-155,0.5,485
688,2001,Jan,4.1,2001-01,25 to 34 years,1323,31228,139,-0.5,-631
689,2002,Jan,5.8,2002-01,25 to 34 years,1872,30310,549,-1.7,-918
690,2003,Jan,6,2003-01,25 to 34 years,1939,30342,67,-0.2,32
691,2004,Jan,5.8,2004-01,25 to 34 years,1872,30298,-67,0.2,-44
692,2005,Jan,5.2,2005-01,25 to 34 years,1672,30670,-200,0.6,372
693,2006,Jan,4.6,2006-01,25 to 34 years,1505,30863,-167,0.6,193
694,2007,Jan,4.9,2007-01,25 to 34 years,1613,31485,108,-0.3,622
