,Year,Month,Employment Level,Date,Age
303,1997,Jun,35867.0,1997-06,35 to 44 years
304,1998,Jun,36239.0,1998-06,35 to 44 years
305,1999,Jun,36765.0,1999-06,35 to 44 years
306,2000,Jun,36416.0,2000-06,35 to 44 years
307,2001,Jun,36025.0,2001-06,35 to 44 years
308,2002,Jun,35208.0,2002-06,35 to 44 years
309,2003,Jun,34842.0,2003-06,35 to 44 years
310,2004,Jun,34640.0,2004-06,35 to 44 years
311,2005,Jun,34631.0,2005-06,35 to 44 years
312,2006,Jun,34515.0,2006-06,35 to 44 years
313,2007,Jun,34192.0,2007-06,35 to 44 years
314,2008,Jun,33627.0,2008-06,35 to 44 years
315,2009,Jun,31700.0,2009-06,35 to 44 years
316,2010,Jun,30777.0,2010-06,35 to 44 years
317,2011,Jun,30227.0,2011-06,35 to 44 years
318,2012,Jun,30495.0,2012-06,35 to 44 years
319,2013,Jun,30587.0,2013-06,35 to 44 years
320,2014,Jun,30953.0,2014-06,35 to 44 years
321,2015,Jun,31306.0,2015-06,35 to 44 years
322,2016,Jun,31569.0,2016-06,35 to 44 years
323,2017,Jun,31987.0,2017-06,35 to 44 years
324,2018,Jun,32625.0,2018-06,35 to 44 years
325,2019,Jun,33041.0,2019-06,35 to 44 years
326,2020,Jun,31014.0,2020-06,35 to 44 years
327,2021,Jun,32640.0,2021-06,35 to 44 years
328,2022,Jun,34520.0,2022-06,35 to 44 years
329,2023,Jun,35391.0,2023-06,35 to 44 years
330,1969,Jul,16084.0,1969-07,35 to 44 years
331,1970,Jul,15924.0,1970-07,35 to 44 years
332,1971,Jul,15640.0,1971-07,35 to 44 years
333,1972,Jul,15772.0,1972-07,35 to 44 years
334,1973,Jul,16062.0,1973-07,35 to 44 years
335,1974,Jul,16365.0,1974-07,35 to 44 years
336,1975,Jul,15986.0,1975-07,35 to 44 years
337,1976,Jul,16388.0,1976-07,35 to 44 years
338,1977,Jul,17175.0,1977-07,35 to 44 years
339,1978,Jul,18127.0,1978-07,35 to 44 years
340,1979,Jul,19053.0,1979-07,35 to 44 years
341,1980,Jul,19468.0,1980-07,35 to 44 years
342,1981,Jul,20190.0,1981-07,35 to 44 years
343,1982,Jul,21006.0,1982-07,35 to 44 years
344,1983,Jul,21996.0,1983-07,35 to 44 years
345,1984,Jul,23671.0,1984-07,35 to 44 years
346,1985,Jul,24697.0,1985-07,35 to 44 years
347,1986,Jul,25957.0,1986-07,35 to 44 years
348,1987,Jul,27228.0,1987-07,35 to 44 years
349,1988,Jul,28285.0,1988-07,35 to 44 years
350,1989,Jul,29406.0,1989-07,35 to 44 years
351,1990,Jul,30760.0,1990-07,35 to 44 years
352,1991,Jul,31629.0,1991-07,35 to 44 years
353,1992,Jul,31953.0,1992-07,35 to 44 years
354,1993,Jul,32795.0,1993-07,35 to 44 years
355,1994,Jul,33628.0,1994-07,35 to 44 years
356,1995,Jul,34046.0,1995-07,35 to 44 years
357,1996,Jul,35065.0,1996-07,35 to 44 years
358,1997,Jul,36118.0,1997-07,35 to 44 years
359,1998,Jul,36368.0,1998-07,35 to 44 years
360,1999,Jul,36687.0,1999-07,35 to 44 years
361,2000,Jul,36439.0,2000-07,35 to 44 years
362,2001,Jul,35902.0,2001-07,35 to 44 years
363,2002,Jul,34984.0,2002-07,35 to 44 years
364,2003,Jul,34724.0,2003-07,35 to 44 years
365,2004,Jul,34649.0,2004-07,35 to 44 years
366,2005,Jul,34719.0,2005-07,35 to 44 years
367,2006,Jul,34471.0,2006-07,35 to 44 years
368,2007,Jul,34101.0,2007-07,35 to 44 years
369,2008,Jul,33553.0,2008-07,35 to 44 years
370,2009,Jul,31581.0,2009-07,35 to 44 years
371,2010,Jul,30620.0,2010-07,35 to 44 years
372,2011,Jul,30295.0,2011-07,35 to 44 years
373,2012,Jul,30530.0,2012-07,35 to 44 years
374,2013,Jul,30746.0,2013-07,35 to 44 years
375,2014,Jul,30846.0,2014-07,35 to 44 years
376,2015,Jul,31248.0,2015-07,35 to 44 years
377,2016,Jul,31639.0,2016-07,35 to 44 years
378,2017,Jul,31904.0,2017-07,35 to 44 years
379,2018,Jul,32726.0,2018-07,35 to 44 years
380,2019,Jul,33092.0,2019-07,35 to 44 years
381,2020,Jul,31392.0,2020-07,35 to 44 years
382,2021,Jul,32926.0,2021-07,35 to 44 years
383,2022,Jul,34619.0,2022-07,35 to 44 years
384,2023,Jul,35379.0,2023-07,35 to 44 years
385,1969,Aug,16107.0,1969-08,35 to 44 years
386,1970,Aug,15865.0,1970-08,35 to 44 years
387,1971,Aug,15634.0,1971-08,35 to 44 years
388,1972,Aug,15808.0,1972-08,35 to 44 years
389,1973,Aug,16047.0,1973-08,35 to 44 years
390,1974,Aug,16280.0,1974-08,35 to 44 years
391,1975,Aug,16071.0,1975-08,35 to 44 years
392,1976,Aug,16542.0,1976-08,35 to 44 years
393,1977,Aug,17235.0,1977-08,35 to 44 years
394,1978,Aug,18174.0,1978-08,35 to 44 years
395,1979,Aug,19091.0,1979-08,35 to 44 years
396,1980,Aug,19461.0,1980-08,35 to 44 years
397,1981,Aug,20310.0,1981-08,35 to 44 years
398,1982,Aug,21049.0,1982-08,35 to 44 years
399,1983,Aug,22183.0,1983-08,35 to 44 years
400,1984,Aug,23648.0,1984-08,35 to 44 years
401,1985,Aug,24823.0,1985-08,35 to 44 years
402,1986,Aug,26098.0,1986-08,35 to 44 years
403,1987,Aug,27306.0,1987-08,35 to 44 years
404,1988,Aug,28407.0,1988-08,35 to 44 years
405,1989,Aug,29553.0,1989-08,35 to 44 years
406,1990,Aug,30849.0,1990-08,35 to 44 years
407,1991,Aug,31692.0,1991-08,35 to 44 years
408,1992,Aug,31979.0,1992-08,35 to 44 years
409,1993,Aug,32951.0,1993-08,35 to 44 years
410,1994,Aug,33555.0,1994-08,35 to 44 years
411,1995,Aug,34066.0,1995-08,35 to 44 years
412,1996,Aug,35220.0,1996-08,35 to 44 years
413,1997,Aug,36356.0,1997-08,35 to 44 years
414,1998,Aug,36387.0,1998-08,35 to 44 years
415,1999,Aug,36684.0,1999-08,35 to 44 years
416,2000,Aug,36287.0,2000-08,35 to 44 years
417,2001,Aug,35866.0,2001-08,35 to 44 years
418,2002,Aug,35140.0,2002-08,35 to 44 years
419,2003,Aug,34829.0,2003-08,35 to 44 years
420,2004,Aug,34532.0,2004-08,35 to 44 years
421,2005,Aug,34673.0,2005-08,35 to 44 years
422,2006,Aug,34570.0,2006-08,35 to 44 years
423,2007,Aug,34176.0,2007-08,35 to 44 years
424,2008,Aug,33221.0,2008-08,35 to 44 years
425,2009,Aug,31460.0,2009-08,35 to 44 years
426,2010,Aug,30635.0,2010-08,35 to 44 years
427,2011,Aug,30052.0,2011-08,35 to 44 years
428,2012,Aug,30588.0,2012-08,35 to 44 years
429,2013,Aug,30779.0,2013-08,35 to 44 years
430,2014,Aug,30953.0,2014-08,35 to 44 years
431,2015,Aug,31371.0,2015-08,35 to 44 years
432,2016,Aug,31431.0,2016-08,35 to 44 years
433,2017,Aug,31856.0,2017-08,35 to 44 years
434,2018,Aug,32658.0,2018-08,35 to 44 years
435,2019,Aug,33155.0,2019-08,35 to 44 years
436,2020,Aug,31960.0,2020-08,35 to 44 years
437,2021,Aug,32918.0,2021-08,35 to 44 years
438,2022,Aug,34689.0,2022-08,35 to 44 years
439,2023,Aug,35478.0,2023-08,35 to 44 years
440,1969,Sep,16090.0,1969-09,35 to 44 years
441,1970,Sep,15817.0,1970-09,35 to 44 years
442,1971,Sep,15645.0,1971-09,35 to 44 years
443,1972,Sep,15797.0,1972-09,35 to 44 years
444,1973,Sep,16068.0,1973-09,35 to 44 years
445,1974,Sep,16237.0,1974-09,35 to 44 years
446,1975,Sep,16039.0,1975-09,35 to 44 years
447,1976,Sep,16574.0,1976-09,35 to 44 years
448,1977,Sep,17258.0,1977-09,35 to 44 years
449,1978,Sep,18298.0,1978-09,35 to 44 years
450,1979,Sep,19166.0,1979-09,35 to 44 years
451,1980,Sep,19597.0,1980-09,35 to 44 years
452,1981,Sep,20290.0,1981-09,35 to 44 years
453,1982,Sep,21049.0,1982-09,35 to 44 years
454,1983,Sep,22301.0,1983-09,35 to 44 years
455,1984,Sep,23776.0,1984-09,35 to 44 years
456,1985,Sep,24912.0,1985-09,35 to 44 years
457,1986,Sep,26200.0,1986-09,35 to 44 years
458,1987,Sep,27420.0,1987-09,35 to 44 years
459,1988,Sep,28576.0,1988-09,35 to 44 years
460,1989,Sep,29502.0,1989-09,35 to 44 years
461,1990,Sep,30896.0,1990-09,35 to 44 years
462,1991,Sep,31842.0,1991-09,35 to 44 years
463,1992,Sep,31961.0,1992-09,35 to 44 years
464,1993,Sep,32849.0,1993-09,35 to 44 years
465,1994,Sep,33815.0,1994-09,35 to 44 years
466,1995,Sep,34321.0,1995-09,35 to 44 years
467,1996,Sep,35176.0,1996-09,35 to 44 years
468,1997,Sep,36248.0,1997-09,35 to 44 years
469,1998,Sep,36366.0,1998-09,35 to 44 years
470,1999,Sep,36759.0,1999-09,35 to 44 years
471,2000,Sep,36444.0,2000-09,35 to 44 years
472,2001,Sep,35624.0,2001-09,35 to 44 years
473,2002,Sep,35063.0,2002-09,35 to 44 years
474,2003,Sep,34805.0,2003-09,35 to 44 years
475,2004,Sep,34475.0,2004-09,35 to 44 years
476,2005,Sep,34787.0,2005-09,35 to 44 years
477,2006,Sep,34538.0,2006-09,35 to 44 years
478,2007,Sep,34188.0,2007-09,35 to 44 years
479,2008,Sep,33256.0,2008-09,35 to 44 years
480,2009,Sep,31264.0,2009-09,35 to 44 years
481,2010,Sep,30569.0,2010-09,35 to 44 years
482,2011,Sep,30089.0,2011-09,35 to 44 years
483,2012,Sep,30645.0,2012-09,35 to 44 years
484,2013,Sep,30754.0,2013-09,35 to 44 years
485,2014,Sep,31029.0,2014-09,35 to 44 years
486,2015,Sep,31352.0,2015-09,35 to 44 years
487,2016,Sep,31570.0,2016-09,35 to 44 years
488,2017,Sep,32082.0,2017-09,35 to 44 years
489,2018,Sep,32530.0,2018-09,35 to 44 years
490,2019,Sep,33451.0,2019-09,35 to 44 years
491,2020,Sep,31723.0,2020-09,35 to 44 years
492,2021,Sep,32968.0,2021-09,35 to 44 years
493,2022,Sep,34619.0,2022-09,35 to 44 years
495,1969,Oct,16129.0,1969-10,35 to 44 years
496,1970,Oct,15807.0,1970-10,35 to 44 years
497,1971,Oct,15627.0,1971-10,35 to 44 years
498,1972,Oct,15769.0,1972-10,35 to 44 years
499,1973,Oct,16108.0,1973-10,35 to 44 years
500,1974,Oct,16180.0,1974-10,35 to 44 years
501,1975,Oct,16049.0,1975-10,35 to 44 years
502,1976,Oct,16608.0,1976-10,35 to 44 years
503,1977,Oct,17373.0,1977-10,35 to 44 years
504,1978,Oct,18373.0,1978-10,35 to 44 years
505,1979,Oct,19289.0,1979-10,35 to 44 years
506,1980,Oct,19649.0,1980-10,35 to 44 years
507,1981,Oct,20367.0,1981-10,35 to 44 years
508,1982,Oct,21068.0,1982-10,35 to 44 years
509,1983,Oct,22436.0,1983-10,35 to 44 years
510,1984,Oct,23891.0,1984-10,35 to 44 years
511,1985,Oct,25147.0,1985-10,35 to 44 years
512,1986,Oct,26260.0,1986-10,35 to 44 years
513,1987,Oct,27485.0,1987-10,35 to 44 years
514,1988,Oct,28669.0,1988-10,35 to 44 years
515,1989,Oct,29703.0,1989-10,35 to 44 years
516,1990,Oct,31051.0,1990-10,35 to 44 years
517,1991,Oct,31745.0,1991-10,35 to 44 years
518,1992,Oct,32039.0,1992-10,35 to 44 years
519,1993,Oct,32777.0,1993-10,35 to 44 years
520,1994,Oct,33936.0,1994-10,35 to 44 years
521,1995,Oct,34343.0,1995-10,35 to 44 years
522,1996,Oct,35364.0,1996-10,35 to 44 years
523,1997,Oct,36124.0,1997-10,35 to 44 years
524,1998,Oct,36420.0,1998-10,35 to 44 years
525,1999,Oct,36833.0,1999-10,35 to 44 years
526,2000,Oct,36465.0,2000-10,35 to 44 years
527,2001,Oct,35639.0,2001-10,35 to 44 years
528,2002,Oct,34953.0,2002-10,35 to 44 years
529,2003,Oct,34772.0,2003-10,35 to 44 years
530,2004,Oct,34574.0,2004-10,35 to 44 years
531,2005,Oct,34577.0,2005-10,35 to 44 years
532,2006,Oct,34631.0,2006-10,35 to 44 years
533,2007,Oct,34058.0,2007-10,35 to 44 years
534,2008,Oct,33131.0,2008-10,35 to 44 years
535,2009,Oct,30952.0,2009-10,35 to 44 years
536,2010,Oct,30696.0,2010-10,35 to 44 years
537,2011,Oct,30120.0,2011-10,35 to 44 years
538,2012,Oct,30729.0,2012-10,35 to 44 years
539,2013,Oct,30559.0,2013-10,35 to 44 years
540,2014,Oct,31000.0,2014-10,35 to 44 years
541,2015,Oct,31363.0,2015-10,35 to 44 years
542,2016,Oct,31582.0,2016-10,35 to 44 years
543,2017,Oct,32068.0,2017-10,35 to 44 years
544,2018,Oct,32851.0,2018-10,35 to 44 years
545,2019,Oct,33427.0,2019-10,35 to 44 years
546,2020,Oct,31945.0,2020-10,35 to 44 years
547,2021,Oct,33087.0,2021-10,35 to 44 years
548,2022,Oct,34611.0,2022-10,35 to 44 years
550,1969,Nov,16106.0,1969-11,35 to 44 years
551,1970,Nov,15773.0,1970-11,35 to 44 years
552,1971,Nov,15700.0,1971-11,35 to 44 years
553,1972,Nov,15894.0,1972-11,35 to 44 years
554,1973,Nov,16077.0,1973-11,35 to 44 years
555,1974,Nov,16125.0,1974-11,35 to 44 years
556,1975,Nov,16031.0,1975-11,35 to 44 years
557,1976,Nov,16673.0,1976-11,35 to 44 years
558,1977,Nov,17524.0,1977-11,35 to 44 years
559,1978,Nov,18451.0,1978-11,35 to 44 years
560,1979,Nov,19238.0,1979-11,35 to 44 years
561,1980,Nov,19761.0,1980-11,35 to 44 years
562,1981,Nov,20438.0,1981-11,35 to 44 years
563,1982,Nov,21007.0,1982-11,35 to 44 years
564,1983,Nov,22597.0,1983-11,35 to 44 years
565,1984,Nov,24047.0,1984-11,35 to 44 years
566,1985,Nov,25270.0,1985-11,35 to 44 years
567,1986,Nov,26220.0,1986-11,35 to 44 years
568,1987,Nov,27613.0,1987-11,35 to 44 years
569,1988,Nov,28859.0,1988-11,35 to 44 years
570,1989,Nov,29768.0,1989-11,35 to 44 years
571,1990,Nov,31061.0,1990-11,35 to 44 years
572,1991,Nov,31825.0,1991-11,35 to 44 years
573,1992,Nov,32134.0,1992-11,35 to 44 years
574,1993,Nov,32954.0,1993-11,35 to 44 years
575,1994,Nov,33967.0,1994-11,35 to 44 years
576,1995,Nov,34416.0,1995-11,35 to 44 years
577,1996,Nov,35421.0,1996-11,35 to 44 years
578,1997,Nov,36190.0,1997-11,35 to 44 years
579,1998,Nov,36401.0,1998-11,35 to 44 years
580,1999,Nov,36905.0,1999-11,35 to 44 years
581,2000,Nov,36410.0,2000-11,35 to 44 years
582,2001,Nov,35533.0,2001-11,35 to 44 years
583,2002,Nov,34912.0,2002-11,35 to 44 years
584,2003,Nov,34854.0,2003-11,35 to 44 years
585,2004,Nov,34738.0,2004-11,35 to 44 years
586,2005,Nov,34481.0,2005-11,35 to 44 years
587,2006,Nov,34620.0,2006-11,35 to 44 years
588,2007,Nov,34134.0,2007-11,35 to 44 years
589,2008,Nov,32836.0,2008-11,35 to 44 years
590,2009,Nov,31048.0,2009-11,35 to 44 years
591,2010,Nov,30567.0,2010-11,35 to 44 years
592,2011,Nov,30285.0,2011-11,35 to 44 years
593,2012,Nov,30516.0,2012-11,35 to 44 years
594,2013,Nov,30690.0,2013-11,35 to 44 years
595,2014,Nov,31005.0,2014-11,35 to 44 years
596,2015,Nov,31333.0,2015-11,35 to 44 years
597,2016,Nov,31713.0,2016-11,35 to 44 years
598,2017,Nov,32148.0,2017-11,35 to 44 years
599,2018,Nov,32809.0,2018-11,35 to 44 years
600,2019,Nov,33308.0,2019-11,35 to 44 years
601,2020,Nov,32147.0,2020-11,35 to 44 years
602,2021,Nov,33212.0,2021-11,35 to 44 years
603,2022,Nov,34777.0,2022-11,35 to 44 years
605,1969,Dec,16142.0,1969-12,35 to 44 years
606,1970,Dec,15696.0,1970-12,35 to 44 years
607,1971,Dec,15642.0,1971-12,35 to 44 years
608,1972,Dec,15941.0,1972-12,35 to 44 years
609,1973,Dec,16042.0,1973-12,35 to 44 years
610,1974,Dec,16073.0,1974-12,35 to 44 years
611,1975,Dec,16097.0,1975-12,35 to 44 years
612,1976,Dec,16723.0,1976-12,35 to 44 years
613,1977,Dec,17667.0,1977-12,35 to 44 years
614,1978,Dec,18436.0,1978-12,35 to 44 years
615,1979,Dec,19391.0,1979-12,35 to 44 years
616,1980,Dec,19762.0,1980-12,35 to 44 years
617,1981,Dec,20468.0,1981-12,35 to 44 years
618,1982,Dec,21070.0,1982-12,35 to 44 years
619,1983,Dec,22786.0,1983-12,35 to 44 years
620,1984,Dec,24228.0,1984-12,35 to 44 years
621,1985,Dec,25314.0,1985-12,35 to 44 years
622,1986,Dec,26516.0,1986-12,35 to 44 years
623,1987,Dec,27653.0,1987-12,35 to 44 years
624,1988,Dec,28787.0,1988-12,35 to 44 years
625,1989,Dec,30022.0,1989-12,35 to 44 years
626,1990,Dec,31130.0,1990-12,35 to 44 years
627,1991,Dec,31826.0,1991-12,35 to 44 years
628,1992,Dec,32127.0,1992-12,35 to 44 years
629,1993,Dec,33024.0,1993-12,35 to 44 years
630,1994,Dec,34195.0,1994-12,35 to 44 years
631,1995,Dec,34531.0,1995-12,35 to 44 years
632,1996,Dec,35445.0,1996-12,35 to 44 years
633,1997,Dec,36105.0,1997-12,35 to 44 years
634,1998,Dec,36469.0,1998-12,35 to 44 years
635,1999,Dec,36841.0,1999-12,35 to 44 years
636,2000,Dec,36464.0,2000-12,35 to 44 years
637,2001,Dec,35607.0,2001-12,35 to 44 years
638,2002,Dec,34917.0,2002-12,35 to 44 years
639,2003,Dec,34780.0,2003-12,35 to 44 years
640,2004,Dec,34633.0,2004-12,35 to 44 years
641,2005,Dec,34596.0,2005-12,35 to 44 years
642,2006,Dec,34587.0,2006-12,35 to 44 years
643,2007,Dec,34085.0,2007-12,35 to 44 years
644,2008,Dec,32689.0,2008-12,35 to 44 years
645,2009,Dec,30791.0,2009-12,35 to 44 years
646,2010,Dec,30513.0,2010-12,35 to 44 years
647,2011,Dec,30356.0,2011-12,35 to 44 years
648,2012,Dec,30548.0,2012-12,35 to 44 years
649,2013,Dec,30766.0,2013-12,35 to 44 years
650,2014,Dec,31014.0,2014-12,35 to 44 years
651,2015,Dec,31448.0,2015-12,35 to 44 years
652,2016,Dec,31568.0,2016-12,35 to 44 years
653,2017,Dec,32263.0,2017-12,35 to 44 years
654,2018,Dec,32851.0,2018-12,35 to 44 years
655,2019,Dec,33393.0,2019-12,35 to 44 years
656,2020,Dec,32017.0,2020-12,35 to 44 years
657,2021,Dec,33481.0,2021-12,35 to 44 years
658,2022,Dec,34983.0,2022-12,35 to 44 years
0,1969,Jan,16228.0,1969-01,45 to 54 years
1,1970,Jan,16554.0,1970-01,45 to 54 years
2,1971,Jan,16479.0,1971-01,45 to 54 years
3,1972,Jan,16506.0,1972-01,45 to 54 years
4,1973,Jan,16362.0,1973-01,45 to 54 years
5,1974,Jan,16730.0,1974-01,45 to 54 years
6,1975,Jan,16202.0,1975-01,45 to 54 years
7,1976,Jan,16212.0,1976-01,45 to 54 years
8,1977,Jan,16124.0,1977-01,45 to 54 years
9,1978,Jan,16367.0,1978-01,45 to 54 years
10,1979,Jan,16461.0,1979-01,45 to 54 years
11,1980,Jan,16391.0,1980-01,45 to 54 years
12,1981,Jan,16344.0,1981-01,45 to 54 years
13,1982,Jan,15937.0,1982-01,45 to 54 years
14,1983,Jan,15669.0,1983-01,45 to 54 years
15,1984,Jan,15985.0,1984-01,45 to 54 years
16,1985,Jan,16390.0,1985-01,45 to 54 years
17,1986,Jan,16862.0,1986-01,45 to 54 years
18,1987,Jan,17166.0,1987-01,45 to 54 years
19,1988,Jan,18029.0,1988-01,45 to 54 years
20,1989,Jan,18972.0,1989-01,45 to 54 years
21,1990,Jan,19346.0,1990-01,45 to 54 years
22,1991,Jan,19652.0,1991-01,45 to 54 years
23,1992,Jan,20352.0,1992-01,45 to 54 years
24,1993,Jan,21539.0,1993-01,45 to 54 years
25,1994,Jan,23030.0,1994-01,45 to 54 years
26,1995,Jan,24011.0,1995-01,45 to 54 years
27,1996,Jan,24850.0,1996-01,45 to 54 years
28,1997,Jan,26238.0,1997-01,45 to 54 years
29,1998,Jan,27162.0,1998-01,45 to 54 years
30,1999,Jan,28362.0,1999-01,45 to 54 years
31,2000,Jan,29946.0,2000-01,45 to 54 years
32,2001,Jan,30901.0,2001-01,45 to 54 years
33,2002,Jan,31059.0,2002-01,45 to 54 years
34,2003,Jan,31489.0,2003-01,45 to 54 years
35,2004,Jan,32287.0,2004-01,45 to 54 years
36,2005,Jan,32743.0,2005-01,45 to 54 years
37,2006,Jan,33685.0,2006-01,45 to 54 years
38,2007,Jan,34512.0,2007-01,45 to 54 years
39,2008,Jan,34727.0,2008-01,45 to 54 years
40,2009,Jan,33942.0,2009-01,45 to 54 years
41,2010,Jan,33319.0,2010-01,45 to 54 years
42,2011,Jan,32943.0,2011-01,45 to 54 years
43,2012,Jan,33051.0,2012-01,45 to 54 years
44,2013,Jan,32540.0,2013-01,45 to 54 years
45,2014,Jan,32335.0,2014-01,45 to 54 years
46,2015,Jan,32698.0,2015-01,45 to 54 years
47,2016,Jan,32735.0,2016-01,45 to 54 years
48,2017,Jan,32454.0,2017-01,45 to 54 years
49,2018,Jan,32476.0,2018-01,45 to 54 years
50,2019,Jan,32183.0,2019-01,45 to 54 years
51,2020,Jan,31926.0,2020-01,45 to 54 years
52,2021,Jan,30221.0,2021-01,45 to 54 years
53,2022,Jan,31522.0,2022-01,45 to 54 years
54,2023,Jan,31762.0,2023-01,45 to 54 years
55,1969,Feb,16337.0,1969-02,45 to 54 years
56,1970,Feb,16464.0,1970-02,45 to 54 years
57,1971,Feb,16465.0,1971-02,45 to 54 years
58,1972,Feb,16502.0,1972-02,45 to 54 years
59,1973,Feb,16441.0,1973-02,45 to 54 years
60,1974,Feb,16712.0,1974-02,45 to 54 years
61,1975,Feb,16217.0,1975-02,45 to 54 years
62,1976,Feb,16225.0,1976-02,45 to 54 years
63,1977,Feb,16133.0,1977-02,45 to 54 years
64,1978,Feb,16339.0,1978-02,45 to 54 years
65,1979,Feb,16445.0,1979-02,45 to 54 years
66,1980,Feb,16375.0,1980-02,45 to 54 years
67,1981,Feb,16344.0,1981-02,45 to 54 years
68,1982,Feb,15966.0,1982-02,45 to 54 years
69,1983,Feb,15577.0,1983-02,45 to 54 years
70,1984,Feb,15966.0,1984-02,45 to 54 years
71,1985,Feb,16472.0,1985-02,45 to 54 years
72,1986,Feb,16832.0,1986-02,45 to 54 years
73,1987,Feb,17162.0,1987-02,45 to 54 years
74,1988,Feb,18110.0,1988-02,45 to 54 years
75,1989,Feb,19022.0,1989-02,45 to 54 years
76,1990,Feb,19416.0,1990-02,45 to 54 years
77,1991,Feb,19662.0,1991-02,45 to 54 years
78,1992,Feb,20474.0,1992-02,45 to 54 years
79,1993,Feb,21669.0,1993-02,45 to 54 years
80,1994,Feb,23003.0,1994-02,45 to 54 years
81,1995,Feb,24145.0,1995-02,45 to 54 years
82,1996,Feb,24995.0,1996-02,45 to 54 years
83,1997,Feb,26298.0,1997-02,45 to 54 years
84,1998,Feb,27211.0,1998-02,45 to 54 years
85,1999,Feb,28230.0,1999-02,45 to 54 years
86,2000,Feb,30089.0,2000-02,45 to 54 years
87,2001,Feb,30783.0,2001-02,45 to 54 years
88,2002,Feb,31210.0,2002-02,45 to 54 years
89,2003,Feb,31583.0,2003-02,45 to 54 years
90,2004,Feb,32309.0,2004-02,45 to 54 years
91,2005,Feb,32903.0,2005-02,45 to 54 years
92,2006,Feb,33779.0,2006-02,45 to 54 years
93,2007,Feb,34391.0,2007-02,45 to 54 years
94,2008,Feb,34633.0,2008-02,45 to 54 years
95,2009,Feb,33867.0,2009-02,45 to 54 years
96,2010,Feb,33330.0,2010-02,45 to 54 years
97,2011,Feb,32955.0,2011-02,45 to 54 years
98,2012,Feb,32944.0,2012-02,45 to 54 years
99,2013,Feb,32694.0,2013-02,45 to 54 years
100,2014,Feb,32291.0,2014-02,45 to 54 years
101,2015,Feb,32728.0,2015-02,45 to 54 years
102,2016,Feb,32765.0,2016-02,45 to 54 years
103,2017,Feb,32469.0,2017-02,45 to 54 years
104,2018,Feb,32623.0,2018-02,45 to 54 years
105,2019,Feb,32152.0,2019-02,45 to 54 years
106,2020,Feb,31888.0,2020-02,45 to 54 years
107,2021,Feb,30378.0,2021-02,45 to 54 years
108,2022,Feb,31471.0,2022-02,45 to 54 years
109,2023,Feb,31796.0,2023-02,45 to 54 years
110,1969,Mar,16323.0,1969-03,45 to 54 years
111,1970,Mar,16488.0,1970-03,45 to 54 years
112,1971,Mar,16393.0,1971-03,45 to 54 years
113,1972,Mar,16552.0,1972-03,45 to 54 years
114,1973,Mar,16478.0,1973-03,45 to 54 years
115,1974,Mar,16694.0,1974-03,45 to 54 years
116,1975,Mar,16232.0,1975-03,45 to 54 years
117,1976,Mar,16159.0,1976-03,45 to 54 years
118,1977,Mar,16155.0,1977-03,45 to 54 years
119,1978,Mar,16357.0,1978-03,45 to 54 years
120,1979,Mar,16460.0,1979-03,45 to 54 years
121,1980,Mar,16320.0,1980-03,45 to 54 years
122,1981,Mar,16370.0,1981-03,45 to 54 years
123,1982,Mar,15965.0,1982-03,45 to 54 years
124,1983,Mar,15664.0,1983-03,45 to 54 years
125,1984,Mar,16105.0,1984-03,45 to 54 years
126,1985,Mar,16493.0,1985-03,45 to 54 years
127,1986,Mar,16782.0,1986-03,45 to 54 years
128,1987,Mar,17244.0,1987-03,45 to 54 years
129,1988,Mar,18239.0,1988-03,45 to 54 years
130,1989,Mar,19092.0,1989-03,45 to 54 years
131,1990,Mar,19426.0,1990-03,45 to 54 years
132,1991,Mar,19689.0,1991-03,45 to 54 years
133,1992,Mar,20598.0,1992-03,45 to 54 years
134,1993,Mar,21715.0,1993-03,45 to 54 years
135,1994,Mar,23094.0,1994-03,45 to 54 years
136,1995,Mar,24213.0,1995-03,45 to 54 years
137,1996,Mar,25088.0,1996-03,45 to 54 years
138,1997,Mar,26448.0,1997-03,45 to 54 years
139,1998,Mar,27287.0,1998-03,45 to 54 years
140,1999,Mar,28229.0,1999-03,45 to 54 years
141,2000,Mar,30173.0,2000-03,45 to 54 years
142,2001,Mar,30988.0,2001-03,45 to 54 years
143,2002,Mar,31167.0,2002-03,45 to 54 years
144,2003,Mar,31718.0,2003-03,45 to 54 years
145,2004,Mar,32213.0,2004-03,45 to 54 years
146,2005,Mar,32991.0,2005-03,45 to 54 years
147,2006,Mar,33818.0,2006-03,45 to 54 years
148,2007,Mar,34495.0,2007-03,45 to 54 years
149,2008,Mar,34633.0,2008-03,45 to 54 years
150,2009,Mar,33773.0,2009-03,45 to 54 years
151,2010,Mar,33259.0,2010-03,45 to 54 years
152,2011,Mar,32819.0,2011-03,45 to 54 years
153,2012,Mar,32992.0,2012-03,45 to 54 years
154,2013,Mar,32540.0,2013-03,45 to 54 years
155,2014,Mar,32467.0,2014-03,45 to 54 years
156,2015,Mar,32590.0,2015-03,45 to 54 years
157,2016,Mar,32851.0,2016-03,45 to 54 years
158,2017,Mar,32530.0,2017-03,45 to 54 years
159,2018,Mar,32484.0,2018-03,45 to 54 years
160,2019,Mar,32258.0,2019-03,45 to 54 years
161,2020,Mar,31638.0,2020-03,45 to 54 years
162,2021,Mar,30402.0,2021-03,45 to 54 years
163,2022,Mar,31727.0,2022-03,45 to 54 years
