,Year,Month,Unemployment level,Date,Age
124,1983,Mar,1085.0,1983-03,45 to 54 years
125,1984,Mar,808.0,1984-03,45 to 54 years
126,1985,Mar,868.0,1985-03,45 to 54 years
127,1986,Mar,807.0,1986-03,45 to 54 years
128,1987,Mar,754.0,1987-03,45 to 54 years
129,1988,Mar,598.0,1988-03,45 to 54 years
130,1989,Mar,651.0,1989-03,45 to 54 years
131,1990,Mar,641.0,1990-03,45 to 54 years
132,1991,Mar,942.0,1991-03,45 to 54 years
133,1992,Mar,1143.0,1992-03,45 to 54 years
134,1993,Mar,1157.0,1993-03,45 to 54 years
135,1994,Mar,965.0,1994-03,45 to 54 years
136,1995,Mar,877.0,1995-03,45 to 54 years
137,1996,Mar,876.0,1996-03,45 to 54 years
138,1997,Mar,847.0,1997-03,45 to 54 years
139,1998,Mar,823.0,1998-03,45 to 54 years
140,1999,Mar,736.0,1999-03,45 to 54 years
141,2000,Mar,684.0,2000-03,45 to 54 years
142,2001,Mar,905.0,2001-03,45 to 54 years
143,2002,Mar,1265.0,2002-03,45 to 54 years
144,2003,Mar,1465.0,2003-03,45 to 54 years
145,2004,Mar,1362.0,2004-03,45 to 54 years
146,2005,Mar,1177.0,2005-03,45 to 54 years
147,2006,Mar,1106.0,2006-03,45 to 54 years
148,2007,Mar,1095.0,2007-03,45 to 54 years
149,2008,Mar,1252.0,2008-03,45 to 54 years
150,2009,Mar,2446.0,2009-03,45 to 54 years
151,2010,Mar,2846.0,2010-03,45 to 54 years
152,2011,Mar,2541.0,2011-03,45 to 54 years
153,2012,Mar,2218.0,2012-03,45 to 54 years
154,2013,Mar,1960.0,2013-03,45 to 54 years
155,2014,Mar,1688.0,2014-03,45 to 54 years
156,2015,Mar,1264.0,2015-03,45 to 54 years
157,2016,Mar,1211.0,2016-03,45 to 54 years
158,2017,Mar,1052.0,2017-03,45 to 54 years
159,2018,Mar,953.0,2018-03,45 to 54 years
160,2019,Mar,947.0,2019-03,45 to 54 years
161,2020,Mar,1043.0,2020-03,45 to 54 years
162,2021,Mar,1445.0,2021-03,45 to 54 years
163,2022,Mar,723.0,2022-03,45 to 54 years
164,2023,Mar,785.0,2023-03,45 to 54 years
165,1969,Apr,312.0,1969-04,45 to 54 years
166,1970,Apr,430.0,1970-04,45 to 54 years
167,1971,Apr,582.0,1971-04,45 to 54 years
168,1972,Apr,503.0,1972-04,45 to 54 years
169,1973,Apr,483.0,1973-04,45 to 54 years
170,1974,Apr,449.0,1974-04,45 to 54 years
171,1975,Apr,887.0,1975-04,45 to 54 years
172,1976,Apr,735.0,1976-04,45 to 54 years
173,1977,Apr,688.0,1977-04,45 to 54 years
174,1978,Apr,511.0,1978-04,45 to 54 years
175,1979,Apr,584.0,1979-04,45 to 54 years
176,1980,Apr,649.0,1980-04,45 to 54 years
177,1981,Apr,607.0,1981-04,45 to 54 years
178,1982,Apr,892.0,1982-04,45 to 54 years
179,1983,Apr,1138.0,1983-04,45 to 54 years
180,1984,Apr,810.0,1984-04,45 to 54 years
181,1985,Apr,897.0,1985-04,45 to 54 years
182,1986,Apr,787.0,1986-04,45 to 54 years
183,1987,Apr,728.0,1987-04,45 to 54 years
184,1988,Apr,645.0,1988-04,45 to 54 years
185,1989,Apr,654.0,1989-04,45 to 54 years
186,1990,Apr,691.0,1990-04,45 to 54 years
187,1991,Apr,900.0,1991-04,45 to 54 years
188,1992,Apr,1146.0,1992-04,45 to 54 years
189,1993,Apr,1189.0,1993-04,45 to 54 years
190,1994,Apr,936.0,1994-04,45 to 54 years
191,1995,Apr,846.0,1995-04,45 to 54 years
192,1996,Apr,931.0,1996-04,45 to 54 years
193,1997,Apr,813.0,1997-04,45 to 54 years
194,1998,Apr,784.0,1998-04,45 to 54 years
195,1999,Apr,758.0,1999-04,45 to 54 years
196,2000,Apr,646.0,2000-04,45 to 54 years
197,2001,Apr,916.0,2001-04,45 to 54 years
198,2002,Apr,1307.0,2002-04,45 to 54 years
199,2003,Apr,1395.0,2003-04,45 to 54 years
200,2004,Apr,1336.0,2004-04,45 to 54 years
201,2005,Apr,1126.0,2005-04,45 to 54 years
202,2006,Apr,1111.0,2006-04,45 to 54 years
203,2007,Apr,1116.0,2007-04,45 to 54 years
204,2008,Apr,1326.0,2008-04,45 to 54 years
205,2009,Apr,2428.0,2009-04,45 to 54 years
206,2010,Apr,2833.0,2010-04,45 to 54 years
207,2011,Apr,2550.0,2011-04,45 to 54 years
208,2012,Apr,2180.0,2012-04,45 to 54 years
209,2013,Apr,2028.0,2013-04,45 to 54 years
210,2014,Apr,1577.0,2014-04,45 to 54 years
211,2015,Apr,1317.0,2015-04,45 to 54 years
212,2016,Apr,1233.0,2016-04,45 to 54 years
213,2017,Apr,1136.0,2017-04,45 to 54 years
214,2018,Apr,937.0,2018-04,45 to 54 years
215,2019,Apr,840.0,2019-04,45 to 54 years
216,2020,Apr,3878.0,2020-04,45 to 54 years
217,2021,Apr,1546.0,2021-04,45 to 54 years
218,2022,Apr,700.0,2022-04,45 to 54 years
219,2023,Apr,796.0,2023-04,45 to 54 years
220,1969,May,315.0,1969-05,45 to 54 years
221,1970,May,453.0,1970-05,45 to 54 years
222,1971,May,556.0,1971-05,45 to 54 years
223,1972,May,530.0,1972-05,45 to 54 years
224,1973,May,383.0,1973-05,45 to 54 years
225,1974,May,432.0,1974-05,45 to 54 years
226,1975,May,980.0,1975-05,45 to 54 years
227,1976,May,707.0,1976-05,45 to 54 years
228,1977,May,667.0,1977-05,45 to 54 years
229,1978,May,579.0,1978-05,45 to 54 years
230,1979,May,507.0,1979-05,45 to 54 years
231,1980,May,665.0,1980-05,45 to 54 years
232,1981,May,674.0,1981-05,45 to 54 years
233,1982,May,944.0,1982-05,45 to 54 years
234,1983,May,1132.0,1983-05,45 to 54 years
235,1984,May,843.0,1984-05,45 to 54 years
236,1985,May,754.0,1985-05,45 to 54 years
237,1986,May,825.0,1986-05,45 to 54 years
238,1987,May,717.0,1987-05,45 to 54 years
239,1988,May,636.0,1988-05,45 to 54 years
240,1989,May,583.0,1989-05,45 to 54 years
241,1990,May,675.0,1990-05,45 to 54 years
242,1991,May,923.0,1991-05,45 to 54 years
243,1992,May,1191.0,1992-05,45 to 54 years
244,1993,May,1141.0,1993-05,45 to 54 years
245,1994,May,990.0,1994-05,45 to 54 years
246,1995,May,797.0,1995-05,45 to 54 years
247,1996,May,957.0,1996-05,45 to 54 years
248,1997,May,829.0,1997-05,45 to 54 years
249,1998,May,720.0,1998-05,45 to 54 years
250,1999,May,723.0,1999-05,45 to 54 years
251,2000,May,734.0,2000-05,45 to 54 years
252,2001,May,906.0,2001-05,45 to 54 years
253,2002,May,1390.0,2002-05,45 to 54 years
254,2003,May,1355.0,2003-05,45 to 54 years
255,2004,May,1295.0,2004-05,45 to 54 years
256,2005,May,1199.0,2005-05,45 to 54 years
257,2006,May,1161.0,2006-05,45 to 54 years
258,2007,May,1094.0,2007-05,45 to 54 years
259,2008,May,1352.0,2008-05,45 to 54 years
260,2009,May,2514.0,2009-05,45 to 54 years
261,2010,May,2733.0,2010-05,45 to 54 years
262,2011,May,2541.0,2011-05,45 to 54 years
263,2012,May,2208.0,2012-05,45 to 54 years
264,2013,May,2052.0,2013-05,45 to 54 years
265,2014,May,1526.0,2014-05,45 to 54 years
266,2015,May,1316.0,2015-05,45 to 54 years
267,2016,May,1181.0,2016-05,45 to 54 years
268,2017,May,1103.0,2017-05,45 to 54 years
269,2018,May,923.0,2018-05,45 to 54 years
270,2019,May,858.0,2019-05,45 to 54 years
271,2020,May,3417.0,2020-05,45 to 54 years
272,2021,May,1512.0,2021-05,45 to 54 years
273,2022,May,755.0,2022-05,45 to 54 years
274,2023,May,862.0,2023-05,45 to 54 years
275,1969,Jun,301.0,1969-06,45 to 54 years
276,1970,Jun,463.0,1970-06,45 to 54 years
277,1971,Jun,555.0,1971-06,45 to 54 years
278,1972,Jun,540.0,1972-06,45 to 54 years
279,1973,Jun,421.0,1973-06,45 to 54 years
280,1974,Jun,448.0,1974-06,45 to 54 years
281,1975,Jun,967.0,1975-06,45 to 54 years
282,1976,Jun,727.0,1976-06,45 to 54 years
283,1977,Jun,688.0,1977-06,45 to 54 years
284,1978,Jun,547.0,1978-06,45 to 54 years
285,1979,Jun,526.0,1979-06,45 to 54 years
286,1980,Jun,702.0,1980-06,45 to 54 years
287,1981,Jun,715.0,1981-06,45 to 54 years
288,1982,Jun,881.0,1982-06,45 to 54 years
289,1983,Jun,1084.0,1983-06,45 to 54 years
290,1984,Jun,755.0,1984-06,45 to 54 years
291,1985,Jun,805.0,1985-06,45 to 54 years
292,1986,Jun,875.0,1986-06,45 to 54 years
293,1987,Jun,738.0,1987-06,45 to 54 years
294,1988,Jun,622.0,1988-06,45 to 54 years
295,1989,Jun,596.0,1989-06,45 to 54 years
296,1990,Jun,677.0,1990-06,45 to 54 years
297,1991,Jun,919.0,1991-06,45 to 54 years
298,1992,Jun,1156.0,1992-06,45 to 54 years
299,1993,Jun,1140.0,1993-06,45 to 54 years
300,1994,Jun,1016.0,1994-06,45 to 54 years
301,1995,Jun,814.0,1995-06,45 to 54 years
302,1996,Jun,891.0,1996-06,45 to 54 years
303,1997,Jun,853.0,1997-06,45 to 54 years
304,1998,Jun,766.0,1998-06,45 to 54 years
305,1999,Jun,687.0,1999-06,45 to 54 years
306,2000,Jun,779.0,2000-06,45 to 54 years
307,2001,Jun,903.0,2001-06,45 to 54 years
308,2002,Jun,1447.0,2002-06,45 to 54 years
309,2003,Jun,1330.0,2003-06,45 to 54 years
310,2004,Jun,1354.0,2004-06,45 to 54 years
311,2005,Jun,1178.0,2005-06,45 to 54 years
312,2006,Jun,1119.0,2006-06,45 to 54 years
313,2007,Jun,1065.0,2007-06,45 to 54 years
314,2008,Jun,1375.0,2008-06,45 to 54 years
315,2009,Jun,2659.0,2009-06,45 to 54 years
316,2010,Jun,2689.0,2010-06,45 to 54 years
317,2011,Jun,2602.0,2011-06,45 to 54 years
318,2012,Jun,2246.0,2012-06,45 to 54 years
319,2013,Jun,2019.0,2013-06,45 to 54 years
320,2014,Jun,1436.0,2014-06,45 to 54 years
321,2015,Jun,1167.0,2015-06,45 to 54 years
322,2016,Jun,1170.0,2016-06,45 to 54 years
323,2017,Jun,1189.0,2017-06,45 to 54 years
324,2018,Jun,1023.0,2018-06,45 to 54 years
325,2019,Jun,909.0,2019-06,45 to 54 years
326,2020,Jun,2712.0,2020-06,45 to 54 years
327,2021,Jun,1487.0,2021-06,45 to 54 years
328,2022,Jun,780.0,2022-06,45 to 54 years
329,2023,Jun,785.0,2023-06,45 to 54 years
330,1969,Jul,310.0,1969-07,45 to 54 years
331,1970,Jul,541.0,1970-07,45 to 54 years
332,1971,Jul,591.0,1971-07,45 to 54 years
333,1972,Jul,524.0,1972-07,45 to 54 years
334,1973,Jul,395.0,1973-07,45 to 54 years
335,1974,Jul,455.0,1974-07,45 to 54 years
336,1975,Jul,946.0,1975-07,45 to 54 years
337,1976,Jul,817.0,1976-07,45 to 54 years
338,1977,Jul,595.0,1977-07,45 to 54 years
339,1978,Jul,578.0,1978-07,45 to 54 years
340,1979,Jul,519.0,1979-07,45 to 54 years
341,1980,Jul,740.0,1980-07,45 to 54 years
342,1981,Jul,714.0,1981-07,45 to 54 years
343,1982,Jul,982.0,1982-07,45 to 54 years
344,1983,Jul,1008.0,1983-07,45 to 54 years
345,1984,Jul,843.0,1984-07,45 to 54 years
346,1985,Jul,825.0,1985-07,45 to 54 years
347,1986,Jul,808.0,1986-07,45 to 54 years
348,1987,Jul,726.0,1987-07,45 to 54 years
349,1988,Jul,667.0,1988-07,45 to 54 years
350,1989,Jul,616.0,1989-07,45 to 54 years
351,1990,Jul,675.0,1990-07,45 to 54 years
352,1991,Jul,943.0,1991-07,45 to 54 years
353,1992,Jul,1176.0,1992-07,45 to 54 years
354,1993,Jul,1148.0,1993-07,45 to 54 years
355,1994,Jul,1000.0,1994-07,45 to 54 years
356,1995,Jul,847.0,1995-07,45 to 54 years
357,1996,Jul,805.0,1996-07,45 to 54 years
358,1997,Jul,821.0,1997-07,45 to 54 years
359,1998,Jul,794.0,1998-07,45 to 54 years
360,1999,Jul,752.0,1999-07,45 to 54 years
361,2000,Jul,767.0,2000-07,45 to 54 years
362,2001,Jul,960.0,2001-07,45 to 54 years
363,2002,Jul,1379.0,2002-07,45 to 54 years
364,2003,Jul,1339.0,2003-07,45 to 54 years
365,2004,Jul,1258.0,2004-07,45 to 54 years
366,2005,Jul,1239.0,2005-07,45 to 54 years
367,2006,Jul,1136.0,2006-07,45 to 54 years
368,2007,Jul,1134.0,2007-07,45 to 54 years
369,2008,Jul,1384.0,2008-07,45 to 54 years
370,2009,Jul,2689.0,2009-07,45 to 54 years
371,2010,Jul,2648.0,2010-07,45 to 54 years
372,2011,Jul,2524.0,2011-07,45 to 54 years
373,2012,Jul,2282.0,2012-07,45 to 54 years
374,2013,Jul,1940.0,2013-07,45 to 54 years
375,2014,Jul,1394.0,2014-07,45 to 54 years
376,2015,Jul,1254.0,2015-07,45 to 54 years
377,2016,Jul,1156.0,2016-07,45 to 54 years
378,2017,Jul,1066.0,2017-07,45 to 54 years
379,2018,Jul,966.0,2018-07,45 to 54 years
380,2019,Jul,890.0,2019-07,45 to 54 years
381,2020,Jul,2504.0,2020-07,45 to 54 years
382,2021,Jul,1227.0,2021-07,45 to 54 years
383,2022,Jul,786.0,2022-07,45 to 54 years
384,2023,Jul,754.0,2023-07,45 to 54 years
385,1969,Aug,312.0,1969-08,45 to 54 years
386,1970,Aug,505.0,1970-08,45 to 54 years
387,1971,Aug,596.0,1971-08,45 to 54 years
388,1972,Aug,514.0,1972-08,45 to 54 years
389,1973,Aug,403.0,1973-08,45 to 54 years
390,1974,Aug,438.0,1974-08,45 to 54 years
391,1975,Aug,931.0,1975-08,45 to 54 years
392,1976,Aug,741.0,1976-08,45 to 54 years
393,1977,Aug,649.0,1977-08,45 to 54 years
394,1978,Aug,538.0,1978-08,45 to 54 years
395,1979,Aug,529.0,1979-08,45 to 54 years
396,1980,Aug,754.0,1980-08,45 to 54 years
397,1981,Aug,740.0,1981-08,45 to 54 years
398,1982,Aug,965.0,1982-08,45 to 54 years
399,1983,Aug,1050.0,1983-08,45 to 54 years
400,1984,Aug,808.0,1984-08,45 to 54 years
401,1985,Aug,796.0,1985-08,45 to 54 years
402,1986,Aug,792.0,1986-08,45 to 54 years
403,1987,Aug,727.0,1987-08,45 to 54 years
404,1988,Aug,651.0,1988-08,45 to 54 years
405,1989,Aug,626.0,1989-08,45 to 54 years
406,1990,Aug,706.0,1990-08,45 to 54 years
407,1991,Aug,958.0,1991-08,45 to 54 years
408,1992,Aug,1165.0,1992-08,45 to 54 years
409,1993,Aug,1126.0,1993-08,45 to 54 years
410,1994,Aug,986.0,1994-08,45 to 54 years
411,1995,Aug,855.0,1995-08,45 to 54 years
412,1996,Aug,839.0,1996-08,45 to 54 years
413,1997,Aug,801.0,1997-08,45 to 54 years
414,1998,Aug,764.0,1998-08,45 to 54 years
415,1999,Aug,748.0,1999-08,45 to 54 years
416,2000,Aug,832.0,2000-08,45 to 54 years
417,2001,Aug,1048.0,2001-08,45 to 54 years
418,2002,Aug,1294.0,2002-08,45 to 54 years
419,2003,Aug,1387.0,2003-08,45 to 54 years
420,2004,Aug,1242.0,2004-08,45 to 54 years
421,2005,Aug,1124.0,2005-08,45 to 54 years
422,2006,Aug,1156.0,2006-08,45 to 54 years
423,2007,Aug,1119.0,2007-08,45 to 54 years
424,2008,Aug,1536.0,2008-08,45 to 54 years
425,2009,Aug,2747.0,2009-08,45 to 54 years
426,2010,Aug,2891.0,2010-08,45 to 54 years
427,2011,Aug,2480.0,2011-08,45 to 54 years
428,2012,Aug,2202.0,2012-08,45 to 54 years
429,2013,Aug,1839.0,2013-08,45 to 54 years
430,2014,Aug,1405.0,2014-08,45 to 54 years
431,2015,Aug,1253.0,2015-08,45 to 54 years
432,2016,Aug,1201.0,2016-08,45 to 54 years
433,2017,Aug,1201.0,2017-08,45 to 54 years
434,2018,Aug,854.0,2018-08,45 to 54 years
435,2019,Aug,914.0,2019-08,45 to 54 years
436,2020,Aug,2000.0,2020-08,45 to 54 years
437,2021,Aug,1281.0,2021-08,45 to 54 years
438,2022,Aug,863.0,2022-08,45 to 54 years
439,2023,Aug,822.0,2023-08,45 to 54 years
440,1969,Sep,316.0,1969-09,45 to 54 years
441,1970,Sep,516.0,1970-09,45 to 54 years
442,1971,Sep,608.0,1971-09,45 to 54 years
443,1972,Sep,479.0,1972-09,45 to 54 years
444,1973,Sep,371.0,1973-09,45 to 54 years
445,1974,Sep,539.0,1974-09,45 to 54 years
446,1975,Sep,936.0,1975-09,45 to 54 years
447,1976,Sep,765.0,1976-09,45 to 54 years
448,1977,Sep,600.0,1977-09,45 to 54 years
449,1978,Sep,571.0,1978-09,45 to 54 years
450,1979,Sep,540.0,1979-09,45 to 54 years
451,1980,Sep,719.0,1980-09,45 to 54 years
452,1981,Sep,688.0,1981-09,45 to 54 years
453,1982,Sep,1072.0,1982-09,45 to 54 years
454,1983,Sep,984.0,1983-09,45 to 54 years
455,1984,Sep,831.0,1984-09,45 to 54 years
456,1985,Sep,818.0,1985-09,45 to 54 years
457,1986,Sep,781.0,1986-09,45 to 54 years
458,1987,Sep,674.0,1987-09,45 to 54 years
459,1988,Sep,695.0,1988-09,45 to 54 years
460,1989,Sep,586.0,1989-09,45 to 54 years
461,1990,Sep,707.0,1990-09,45 to 54 years
462,1991,Sep,980.0,1991-09,45 to 54 years
463,1992,Sep,1143.0,1992-09,45 to 54 years
464,1993,Sep,1121.0,1993-09,45 to 54 years
465,1994,Sep,948.0,1994-09,45 to 54 years
466,1995,Sep,829.0,1995-09,45 to 54 years
467,1996,Sep,856.0,1996-09,45 to 54 years
468,1997,Sep,870.0,1997-09,45 to 54 years
469,1998,Sep,761.0,1998-09,45 to 54 years
470,1999,Sep,746.0,1999-09,45 to 54 years
471,2000,Sep,812.0,2000-09,45 to 54 years
472,2001,Sep,1022.0,2001-09,45 to 54 years
473,2002,Sep,1268.0,2002-09,45 to 54 years
474,2003,Sep,1411.0,2003-09,45 to 54 years
475,2004,Sep,1222.0,2004-09,45 to 54 years
476,2005,Sep,1239.0,2005-09,45 to 54 years
477,2006,Sep,1064.0,2006-09,45 to 54 years
478,2007,Sep,1125.0,2007-09,45 to 54 years
479,2008,Sep,1566.0,2008-09,45 to 54 years
480,2009,Sep,2839.0,2009-09,45 to 54 years
481,2010,Sep,2703.0,2010-09,45 to 54 years
482,2011,Sep,2521.0,2011-09,45 to 54 years
483,2012,Sep,2118.0,2012-09,45 to 54 years
484,2013,Sep,1914.0,2013-09,45 to 54 years
485,2014,Sep,1410.0,2014-09,45 to 54 years
486,2015,Sep,1137.0,2015-09,45 to 54 years
487,2016,Sep,1217.0,2016-09,45 to 54 years
488,2017,Sep,1040.0,2017-09,45 to 54 years
489,2018,Sep,895.0,2018-09,45 to 54 years
490,2019,Sep,916.0,2019-09,45 to 54 years
491,2020,Sep,2039.0,2020-09,45 to 54 years
492,2021,Sep,1245.0,2021-09,45 to 54 years
493,2022,Sep,692.0,2022-09,45 to 54 years
495,1969,Oct,339.0,1969-10,45 to 54 years
496,1970,Oct,528.0,1970-10,45 to 54 years
497,1971,Oct,569.0,1971-10,45 to 54 years
498,1972,Oct,508.0,1972-10,45 to 54 years
499,1973,Oct,397.0,1973-10,45 to 54 years
500,1974,Oct,536.0,1974-10,45 to 54 years
501,1975,Oct,948.0,1975-10,45 to 54 years
502,1976,Oct,742.0,1976-10,45 to 54 years
503,1977,Oct,600.0,1977-10,45 to 54 years
504,1978,Oct,554.0,1978-10,45 to 54 years
505,1979,Oct,564.0,1979-10,45 to 54 years
506,1980,Oct,717.0,1980-10,45 to 54 years
507,1981,Oct,748.0,1981-10,45 to 54 years
508,1982,Oct,1089.0,1982-10,45 to 54 years
509,1983,Oct,955.0,1983-10,45 to 54 years
510,1984,Oct,826.0,1984-10,45 to 54 years
511,1985,Oct,793.0,1985-10,45 to 54 years
512,1986,Oct,768.0,1986-10,45 to 54 years
513,1987,Oct,755.0,1987-10,45 to 54 years
514,1988,Oct,645.0,1988-10,45 to 54 years
515,1989,Oct,666.0,1989-10,45 to 54 years
516,1990,Oct,775.0,1990-10,45 to 54 years
517,1991,Oct,1009.0,1991-10,45 to 54 years
518,1992,Oct,1104.0,1992-10,45 to 54 years
519,1993,Oct,1098.0,1993-10,45 to 54 years
520,1994,Oct,958.0,1994-10,45 to 54 years
521,1995,Oct,838.0,1995-10,45 to 54 years
522,1996,Oct,874.0,1996-10,45 to 54 years
523,1997,Oct,806.0,1997-10,45 to 54 years
524,1998,Oct,754.0,1998-10,45 to 54 years
525,1999,Oct,739.0,1999-10,45 to 54 years
526,2000,Oct,799.0,2000-10,45 to 54 years
527,2001,Oct,1191.0,2001-10,45 to 54 years
528,2002,Oct,1290.0,2002-10,45 to 54 years
529,2003,Oct,1362.0,2003-10,45 to 54 years
530,2004,Oct,1206.0,2004-10,45 to 54 years
531,2005,Oct,1242.0,2005-10,45 to 54 years
532,2006,Oct,971.0,2006-10,45 to 54 years
533,2007,Oct,1205.0,2007-10,45 to 54 years
534,2008,Oct,1653.0,2008-10,45 to 54 years
535,2009,Oct,2783.0,2009-10,45 to 54 years
536,2010,Oct,2723.0,2010-10,45 to 54 years
537,2011,Oct,2422.0,2011-10,45 to 54 years
538,2012,Oct,2078.0,2012-10,45 to 54 years
539,2013,Oct,1987.0,2013-10,45 to 54 years
540,2014,Oct,1363.0,2014-10,45 to 54 years
541,2015,Oct,1236.0,2015-10,45 to 54 years
542,2016,Oct,1181.0,2016-10,45 to 54 years
543,2017,Oct,931.0,2017-10,45 to 54 years
544,2018,Oct,911.0,2018-10,45 to 54 years
545,2019,Oct,839.0,2019-10,45 to 54 years
546,2020,Oct,1882.0,2020-10,45 to 54 years
547,2021,Oct,1175.0,2021-10,45 to 54 years
548,2022,Oct,899.0,2022-10,45 to 54 years
550,1969,Nov,327.0,1969-11,45 to 54 years
551,1970,Nov,587.0,1970-11,45 to 54 years
552,1971,Nov,557.0,1971-11,45 to 54 years
553,1972,Nov,477.0,1972-11,45 to 54 years
554,1973,Nov,417.0,1973-11,45 to 54 years
555,1974,Nov,637.0,1974-11,45 to 54 years
556,1975,Nov,854.0,1975-11,45 to 54 years
557,1976,Nov,788.0,1976-11,45 to 54 years
558,1977,Nov,603.0,1977-11,45 to 54 years
559,1978,Nov,513.0,1978-11,45 to 54 years
560,1979,Nov,541.0,1979-11,45 to 54 years
561,1980,Nov,762.0,1980-11,45 to 54 years
562,1981,Nov,780.0,1981-11,45 to 54 years
563,1982,Nov,1119.0,1982-11,45 to 54 years
564,1983,Nov,887.0,1983-11,45 to 54 years
565,1984,Nov,831.0,1984-11,45 to 54 years
566,1985,Nov,738.0,1985-11,45 to 54 years
567,1986,Nov,747.0,1986-11,45 to 54 years
568,1987,Nov,702.0,1987-11,45 to 54 years
569,1988,Nov,682.0,1988-11,45 to 54 years
570,1989,Nov,669.0,1989-11,45 to 54 years
571,1990,Nov,887.0,1990-11,45 to 54 years
572,1991,Nov,1007.0,1991-11,45 to 54 years
573,1992,Nov,1095.0,1992-11,45 to 54 years
574,1993,Nov,997.0,1993-11,45 to 54 years
575,1994,Nov,933.0,1994-11,45 to 54 years
576,1995,Nov,883.0,1995-11,45 to 54 years
577,1996,Nov,860.0,1996-11,45 to 54 years
578,1997,Nov,761.0,1997-11,45 to 54 years
579,1998,Nov,770.0,1998-11,45 to 54 years
580,1999,Nov,771.0,1999-11,45 to 54 years
581,2000,Nov,768.0,2000-11,45 to 54 years
582,2001,Nov,1166.0,2001-11,45 to 54 years
583,2002,Nov,1302.0,2002-11,45 to 54 years
584,2003,Nov,1331.0,2003-11,45 to 54 years
585,2004,Nov,1251.0,2004-11,45 to 54 years
586,2005,Nov,1228.0,2005-11,45 to 54 years
587,2006,Nov,998.0,2006-11,45 to 54 years
588,2007,Nov,1193.0,2007-11,45 to 54 years
589,2008,Nov,1845.0,2008-11,45 to 54 years
590,2009,Nov,2778.0,2009-11,45 to 54 years
591,2010,Nov,2900.0,2010-11,45 to 54 years
592,2011,Nov,2330.0,2011-11,45 to 54 years
593,2012,Nov,2067.0,2012-11,45 to 54 years
594,2013,Nov,1876.0,2013-11,45 to 54 years
595,2014,Nov,1413.0,2014-11,45 to 54 years
596,2015,Nov,1149.0,2015-11,45 to 54 years
597,2016,Nov,1202.0,2016-11,45 to 54 years
598,2017,Nov,935.0,2017-11,45 to 54 years
599,2018,Nov,876.0,2018-11,45 to 54 years
600,2019,Nov,832.0,2019-11,45 to 54 years
601,2020,Nov,1739.0,2020-11,45 to 54 years
602,2021,Nov,961.0,2021-11,45 to 54 years
603,2022,Nov,865.0,2022-11,45 to 54 years
605,1969,Dec,346.0,1969-12,45 to 54 years
606,1970,Dec,573.0,1970-12,45 to 54 years
607,1971,Dec,600.0,1971-12,45 to 54 years
608,1972,Dec,450.0,1972-12,45 to 54 years
609,1973,Dec,451.0,1973-12,45 to 54 years
610,1974,Dec,689.0,1974-12,45 to 54 years
611,1975,Dec,845.0,1975-12,45 to 54 years
612,1976,Dec,811.0,1976-12,45 to 54 years
613,1977,Dec,585.0,1977-12,45 to 54 years
614,1978,Dec,547.0,1978-12,45 to 54 years
615,1979,Dec,525.0,1979-12,45 to 54 years
616,1980,Dec,687.0,1980-12,45 to 54 years
617,1981,Dec,826.0,1981-12,45 to 54 years
618,1982,Dec,1072.0,1982-12,45 to 54 years
619,1983,Dec,935.0,1983-12,45 to 54 years
620,1984,Dec,856.0,1984-12,45 to 54 years
621,1985,Dec,799.0,1985-12,45 to 54 years
622,1986,Dec,727.0,1986-12,45 to 54 years
623,1987,Dec,643.0,1987-12,45 to 54 years
624,1988,Dec,687.0,1988-12,45 to 54 years
625,1989,Dec,675.0,1989-12,45 to 54 years
626,1990,Dec,893.0,1990-12,45 to 54 years
627,1991,Dec,1026.0,1991-12,45 to 54 years
628,1992,Dec,1120.0,1992-12,45 to 54 years
629,1993,Dec,1043.0,1993-12,45 to 54 years
630,1994,Dec,849.0,1994-12,45 to 54 years
631,1995,Dec,877.0,1995-12,45 to 54 years
632,1996,Dec,906.0,1996-12,45 to 54 years
633,1997,Dec,817.0,1997-12,45 to 54 years
634,1998,Dec,762.0,1998-12,45 to 54 years
635,1999,Dec,800.0,1999-12,45 to 54 years
636,2000,Dec,800.0,2000-12,45 to 54 years
637,2001,Dec,1183.0,2001-12,45 to 54 years
638,2002,Dec,1334.0,2002-12,45 to 54 years
639,2003,Dec,1294.0,2003-12,45 to 54 years
640,2004,Dec,1277.0,2004-12,45 to 54 years
641,2005,Dec,1168.0,2005-12,45 to 54 years
642,2006,Dec,1017.0,2006-12,45 to 54 years
643,2007,Dec,1260.0,2007-12,45 to 54 years
644,2008,Dec,2027.0,2008-12,45 to 54 years
645,2009,Dec,2828.0,2009-12,45 to 54 years
646,2010,Dec,2686.0,2010-12,45 to 54 years
647,2011,Dec,2292.0,2011-12,45 to 54 years
648,2012,Dec,2022.0,2012-12,45 to 54 years
649,2013,Dec,1721.0,2013-12,45 to 54 years
650,2014,Dec,1353.0,2014-12,45 to 54 years
651,2015,Dec,1239.0,2015-12,45 to 54 years
652,2016,Dec,1125.0,2016-12,45 to 54 years
653,2017,Dec,926.0,2017-12,45 to 54 years
654,2018,Dec,977.0,2018-12,45 to 54 years
655,2019,Dec,846.0,2019-12,45 to 54 years
656,2020,Dec,1706.0,2020-12,45 to 54 years
657,2021,Dec,875.0,2021-12,45 to 54 years
658,2022,Dec,746.0,2022-12,45 to 54 years
0,1969,Jan,277.0,1969-01,55 years and above
