,Year,Month,Unemployment Rate,Date,Age,Unnamed: 0,Unemployment level
2598,1997,Dec,2.9,1997-12,45 to 54 years,633,817.0
2599,1998,Dec,2.6,1998-12,45 to 54 years,634,762.0
2600,1999,Dec,2.7,1999-12,45 to 54 years,635,800.0
2601,2000,Dec,2.5,2000-12,45 to 54 years,636,800.0
2602,2001,Dec,3.7,2001-12,45 to 54 years,637,1183.0
2603,2002,Dec,4.1,2002-12,45 to 54 years,638,1334.0
2604,2003,Dec,3.9,2003-12,45 to 54 years,639,1294.0
2605,2004,Dec,3.8,2004-12,45 to 54 years,640,1277.0
2606,2005,Dec,3.4,2005-12,45 to 54 years,641,1168.0
2607,2006,Dec,2.9,2006-12,45 to 54 years,642,1017.0
2608,2007,Dec,3.5,2007-12,45 to 54 years,643,1260.0
2609,2008,Dec,5.6,2008-12,45 to 54 years,644,2027.0
2610,2009,Dec,7.8,2009-12,45 to 54 years,645,2828.0
2611,2010,Dec,7.5,2010-12,45 to 54 years,646,2686.0
2612,2011,Dec,6.5,2011-12,45 to 54 years,647,2292.0
2613,2012,Dec,5.8,2012-12,45 to 54 years,648,2022.0
2614,2013,Dec,5.0,2013-12,45 to 54 years,649,1721.0
2615,2014,Dec,4.0,2014-12,45 to 54 years,650,1353.0
2616,2015,Dec,3.7,2015-12,45 to 54 years,651,1239.0
2617,2016,Dec,3.3,2016-12,45 to 54 years,652,1125.0
2618,2017,Dec,2.8,2017-12,45 to 54 years,653,926.0
2619,2018,Dec,2.9,2018-12,45 to 54 years,654,977.0
2620,2019,Dec,2.6,2019-12,45 to 54 years,655,846.0
2621,2020,Dec,5.3,2020-12,45 to 54 years,656,1706.0
2622,2021,Dec,2.8,2021-12,45 to 54 years,657,875.0
2623,2022,Dec,2.3,2022-12,45 to 54 years,658,746.0
2624,1969,Jan,2.0,1969-01,55 years and above,0,277.0
2625,1970,Jan,2.1,1970-01,55 years and above,1,298.0
2626,1971,Jan,3.7,1971-01,55 years and above,2,536.0
2627,1972,Jan,3.2,1972-01,55 years and above,3,463.0
2628,1973,Jan,2.8,1973-01,55 years and above,4,403.0
2629,1974,Jan,2.8,1974-01,55 years and above,5,391.0
2630,1975,Jan,4.2,1975-01,55 years and above,6,601.0
2631,1976,Jan,4.6,1976-01,55 years and above,7,661.0
2632,1977,Jan,4.3,1977-01,55 years and above,8,614.0
2633,1978,Jan,3.5,1978-01,55 years and above,9,520.0
2634,1979,Jan,2.9,1979-01,55 years and above,10,445.0
2635,1980,Jan,3.4,1980-01,55 years and above,11,511.0
2636,1981,Jan,3.5,1981-01,55 years and above,12,523.0
2637,1982,Jan,4.2,1982-01,55 years and above,13,631.0
2638,1983,Jan,5.5,1983-01,55 years and above,14,822.0
2639,1984,Jan,4.7,1984-01,55 years and above,15,707.0
2640,1985,Jan,4.3,1985-01,55 years and above,16,643.0
2641,1986,Jan,3.9,1986-01,55 years and above,17,586.0
2642,1987,Jan,3.2,1987-01,55 years and above,18,478.0
2643,1988,Jan,3.4,1988-01,55 years and above,19,512.0
2644,1989,Jan,3.0,1989-01,55 years and above,20,464.0
2645,1990,Jan,3.4,1990-01,55 years and above,21,516.0
2646,1991,Jan,3.5,1991-01,55 years and above,22,525.0
2647,1992,Jan,4.4,1992-01,55 years and above,23,656.0
2648,1993,Jan,4.4,1993-01,55 years and above,24,651.0
2649,1994,Jan,4.5,1994-01,55 years and above,25,707.0
2650,1995,Jan,3.9,1995-01,55 years and above,26,607.0
2651,1996,Jan,3.6,1996-01,55 years and above,27,568.0
2652,1997,Jan,3.1,1997-01,55 years and above,28,505.0
2653,1998,Jan,2.7,1998-01,55 years and above,29,450.0
2654,1999,Jan,2.8,1999-01,55 years and above,30,495.0
2655,2000,Jan,2.7,2000-01,55 years and above,31,490.0
2656,2001,Jan,2.7,2001-01,55 years and above,32,524.0
2657,2002,Jan,3.6,2002-01,55 years and above,33,715.0
2658,2003,Jan,4.1,2003-01,55 years and above,34,903.0
2659,2004,Jan,3.7,2004-01,55 years and above,35,826.0
2660,2005,Jan,3.5,2005-01,55 years and above,36,818.0
2661,2006,Jan,3.1,2006-01,55 years and above,37,780.0
2662,2007,Jan,3.3,2007-01,55 years and above,38,863.0
2663,2008,Jan,3.3,2008-01,55 years and above,39,895.0
2664,2009,Jan,5.4,2009-01,55 years and above,40,1548.0
2665,2010,Jan,6.9,2010-01,55 years and above,41,2025.0
2666,2011,Jan,6.7,2011-01,55 years and above,42,2040.0
2667,2012,Jan,5.9,2012-01,55 years and above,43,1867.0
2668,2013,Jan,6.0,2013-01,55 years and above,44,1978.0
2669,2014,Jan,4.5,2014-01,55 years and above,45,1515.0
2670,2015,Jan,4.1,2015-01,55 years and above,46,1425.0
2671,2016,Jan,3.7,2016-01,55 years and above,47,1309.0
2672,2017,Jan,3.5,2017-01,55 years and above,48,1259.0
2673,2018,Jan,2.9,2018-01,55 years and above,49,1069.0
2674,2019,Jan,3.1,2019-01,55 years and above,50,1188.0
2675,2020,Jan,2.5,2020-01,55 years and above,51,973.0
2676,2021,Jan,5.2,2021-01,55 years and above,52,1945.0
2677,2022,Jan,3.1,2022-01,55 years and above,53,1179.0
2678,2023,Jan,2.3,2023-01,55 years and above,54,874.0
2679,1969,Feb,2.1,1969-02,55 years and above,55,295.0
2680,1970,Feb,2.4,1970-02,55 years and above,56,352.0
2681,1971,Feb,3.6,1971-02,55 years and above,57,524.0
2682,1972,Feb,3.2,1972-02,55 years and above,58,464.0
2683,1973,Feb,2.8,1973-02,55 years and above,59,393.0
2684,1974,Feb,2.8,1974-02,55 years and above,60,406.0
2685,1975,Feb,4.5,1975-02,55 years and above,61,642.0
2686,1976,Feb,4.6,1976-02,55 years and above,62,651.0
2687,1977,Feb,4.7,1977-02,55 years and above,63,672.0
2688,1978,Feb,3.3,1978-02,55 years and above,64,485.0
2689,1979,Feb,3.1,1979-02,55 years and above,65,464.0
2690,1980,Feb,2.9,1980-02,55 years and above,66,439.0
2691,1981,Feb,3.6,1981-02,55 years and above,67,546.0
2692,1982,Feb,4.4,1982-02,55 years and above,68,659.0
2693,1983,Feb,5.6,1983-02,55 years and above,69,837.0
2694,1984,Feb,4.4,1984-02,55 years and above,70,660.0
2695,1985,Feb,4.0,1985-02,55 years and above,71,590.0
2696,1986,Feb,4.3,1986-02,55 years and above,72,635.0
2697,1987,Feb,3.0,1987-02,55 years and above,73,450.0
2698,1988,Feb,3.2,1988-02,55 years and above,74,480.0
2699,1989,Feb,3.0,1989-02,55 years and above,75,455.0
2700,1990,Feb,3.3,1990-02,55 years and above,76,492.0
2701,1991,Feb,3.8,1991-02,55 years and above,77,565.0
2702,1992,Feb,4.4,1992-02,55 years and above,78,664.0
2703,1993,Feb,4.3,1993-02,55 years and above,79,656.0
2704,1994,Feb,4.5,1994-02,55 years and above,80,690.0
2705,1995,Feb,3.6,1995-02,55 years and above,81,554.0
2706,1996,Feb,3.7,1996-02,55 years and above,82,583.0
2707,1997,Feb,3.1,1997-02,55 years and above,83,498.0
2708,1998,Feb,2.6,1998-02,55 years and above,84,442.0
2709,1999,Feb,2.8,1999-02,55 years and above,85,484.0
2710,2000,Feb,2.8,2000-02,55 years and above,86,524.0
2711,2001,Feb,2.8,2001-02,55 years and above,87,524.0
2712,2002,Feb,3.9,2002-02,55 years and above,88,785.0
2713,2003,Feb,3.9,2003-02,55 years and above,89,853.0
2714,2004,Feb,3.8,2004-02,55 years and above,90,861.0
2715,2005,Feb,3.6,2005-02,55 years and above,91,853.0
2716,2006,Feb,2.9,2006-02,55 years and above,92,728.0
2717,2007,Feb,3.1,2007-02,55 years and above,93,802.0
2718,2008,Feb,3.3,2008-02,55 years and above,94,898.0
2719,2009,Feb,5.8,2009-02,55 years and above,95,1652.0
2720,2010,Feb,7.2,2010-02,55 years and above,96,2141.0
2721,2011,Feb,6.5,2011-02,55 years and above,97,1977.0
2722,2012,Feb,5.8,2012-02,55 years and above,98,1868.0
2723,2013,Feb,5.7,2013-02,55 years and above,99,1895.0
2724,2014,Feb,4.5,2014-02,55 years and above,100,1512.0
2725,2015,Feb,4.2,2015-02,55 years and above,101,1448.0
2726,2016,Feb,3.8,2016-02,55 years and above,102,1337.0
2727,2017,Feb,3.4,2017-02,55 years and above,103,1231.0
2728,2018,Feb,3.2,2018-02,55 years and above,104,1182.0
2729,2019,Feb,2.6,2019-02,55 years and above,105,1005.0
2730,2020,Feb,2.5,2020-02,55 years and above,106,973.0
2731,2021,Feb,5.3,2021-02,55 years and above,107,1972.0
2732,2022,Feb,2.9,2022-02,55 years and above,108,1130.0
2733,2023,Feb,2.5,2023-02,55 years and above,109,957.0
2734,1969,Mar,1.9,1969-03,55 years and above,110,273.0
2735,1970,Mar,2.7,1970-03,55 years and above,111,396.0
2736,1971,Mar,3.4,1971-03,55 years and above,112,492.0
2737,1972,Mar,3.3,1972-03,55 years and above,113,480.0
2738,1973,Mar,2.6,1973-03,55 years and above,114,372.0
2739,1974,Mar,2.6,1974-03,55 years and above,115,378.0
2740,1975,Mar,4.6,1975-03,55 years and above,116,656.0
2741,1976,Mar,4.7,1976-03,55 years and above,117,676.0
2742,1977,Mar,4.3,1977-03,55 years and above,118,619.0
2743,1978,Mar,3.2,1978-03,55 years and above,119,465.0
2744,1979,Mar,3.2,1979-03,55 years and above,120,475.0
2745,1980,Mar,2.9,1980-03,55 years and above,121,429.0
2746,1981,Mar,3.7,1981-03,55 years and above,122,562.0
2747,1982,Mar,4.7,1982-03,55 years and above,123,703.0
2748,1983,Mar,5.4,1983-03,55 years and above,124,815.0
2749,1984,Mar,4.3,1984-03,55 years and above,125,646.0
2750,1985,Mar,3.9,1985-03,55 years and above,126,595.0
2751,1986,Mar,4.2,1986-03,55 years and above,127,630.0
2752,1987,Mar,3.5,1987-03,55 years and above,128,519.0
2753,1988,Mar,3.1,1988-03,55 years and above,129,459.0
2754,1989,Mar,2.7,1989-03,55 years and above,130,417.0
2755,1990,Mar,3.2,1990-03,55 years and above,131,482.0
2756,1991,Mar,4.0,1991-03,55 years and above,132,601.0
2757,1992,Mar,4.5,1992-03,55 years and above,133,676.0
2758,1993,Mar,4.3,1993-03,55 years and above,134,641.0
2759,1994,Mar,4.5,1994-03,55 years and above,135,694.0
2760,1995,Mar,3.5,1995-03,55 years and above,136,543.0
2761,1996,Mar,3.6,1996-03,55 years and above,137,571.0
2762,1997,Mar,3.2,1997-03,55 years and above,138,521.0
2763,1998,Mar,2.7,1998-03,55 years and above,139,459.0
2764,1999,Mar,2.8,1999-03,55 years and above,140,488.0
2765,2000,Mar,2.7,2000-03,55 years and above,141,504.0
2766,2001,Mar,2.7,2001-03,55 years and above,142,520.0
2767,2002,Mar,3.6,2002-03,55 years and above,143,732.0
2768,2003,Mar,3.9,2003-03,55 years and above,144,861.0
2769,2004,Mar,3.7,2004-03,55 years and above,145,856.0
2770,2005,Mar,3.5,2005-03,55 years and above,146,822.0
2771,2006,Mar,2.6,2006-03,55 years and above,147,657.0
2772,2007,Mar,3.1,2007-03,55 years and above,148,821.0
2773,2008,Mar,3.4,2008-03,55 years and above,149,943.0
2774,2009,Mar,6.3,2009-03,55 years and above,150,1815.0
2775,2010,Mar,6.9,2010-03,55 years and above,151,2064.0
2776,2011,Mar,6.5,2011-03,55 years and above,152,1980.0
2777,2012,Mar,6.2,2012-03,55 years and above,153,1991.0
2778,2013,Mar,5.5,2013-03,55 years and above,154,1813.0
2779,2014,Mar,4.7,2014-03,55 years and above,155,1560.0
2780,2015,Mar,3.9,2015-03,55 years and above,156,1337.0
2781,2016,Mar,3.9,2016-03,55 years and above,157,1380.0
2782,2017,Mar,3.3,2017-03,55 years and above,158,1187.0
2783,2018,Mar,3.2,2018-03,55 years and above,159,1173.0
2784,2019,Mar,2.7,2019-03,55 years and above,160,1008.0
2785,2020,Mar,3.4,2020-03,55 years and above,161,1286.0
2786,2021,Mar,4.6,2021-03,55 years and above,162,1727.0
2787,2022,Mar,2.6,2022-03,55 years and above,163,1004.0
2788,2023,Mar,2.6,2023-03,55 years and above,164,1009.0
2789,1969,Apr,1.9,1969-04,55 years and above,165,275.0
2790,1970,Apr,2.7,1970-04,55 years and above,166,387.0
2791,1971,Apr,3.5,1971-04,55 years and above,167,508.0
2792,1972,Apr,3.6,1972-04,55 years and above,168,516.0
2793,1973,Apr,2.5,1973-04,55 years and above,169,355.0
2794,1974,Apr,2.6,1974-04,55 years and above,170,366.0
2795,1975,Apr,4.9,1975-04,55 years and above,171,710.0
2796,1976,Apr,4.6,1976-04,55 years and above,172,656.0
2797,1977,Apr,4.1,1977-04,55 years and above,173,592.0
2798,1978,Apr,3.2,1978-04,55 years and above,174,471.0
2799,1979,Apr,3.0,1979-04,55 years and above,175,444.0
2800,1980,Apr,3.3,1980-04,55 years and above,176,494.0
2801,1981,Apr,3.3,1981-04,55 years and above,177,503.0
2802,1982,Apr,5.0,1982-04,55 years and above,178,750.0
2803,1983,Apr,5.8,1983-04,55 years and above,179,861.0
2804,1984,Apr,4.4,1984-04,55 years and above,180,656.0
2805,1985,Apr,4.1,1985-04,55 years and above,181,616.0
2806,1986,Apr,3.9,1986-04,55 years and above,182,579.0
2807,1987,Apr,3.5,1987-04,55 years and above,183,516.0
2808,1988,Apr,3.0,1988-04,55 years and above,184,458.0
2809,1989,Apr,2.9,1989-04,55 years and above,185,447.0
2810,1990,Apr,3.2,1990-04,55 years and above,186,483.0
2811,1991,Apr,3.8,1991-04,55 years and above,187,566.0
2812,1992,Apr,4.8,1992-04,55 years and above,188,721.0
2813,1993,Apr,4.2,1993-04,55 years and above,189,625.0
2814,1994,Apr,4.2,1994-04,55 years and above,190,647.0
2815,1995,Apr,3.8,1995-04,55 years and above,191,588.0
2816,1996,Apr,3.3,1996-04,55 years and above,192,521.0
2817,1997,Apr,3.0,1997-04,55 years and above,193,487.0
2818,1998,Apr,2.6,1998-04,55 years and above,194,443.0
2819,1999,Apr,2.9,1999-04,55 years and above,195,512.0
2820,2000,Apr,2.3,2000-04,55 years and above,196,433.0
2821,2001,Apr,2.7,2001-04,55 years and above,197,520.0
2822,2002,Apr,4.0,2002-04,55 years and above,198,816.0
2823,2003,Apr,4.2,2003-04,55 years and above,199,917.0
2824,2004,Apr,3.8,2004-04,55 years and above,200,858.0
2825,2005,Apr,3.5,2005-04,55 years and above,201,847.0
2826,2006,Apr,3.0,2006-04,55 years and above,202,761.0
2827,2007,Apr,3.1,2007-04,55 years and above,203,798.0
2828,2008,Apr,3.0,2008-04,55 years and above,204,830.0
2829,2009,Apr,6.5,2009-04,55 years and above,205,1868.0
2830,2010,Apr,7.0,2010-04,55 years and above,206,2091.0
2831,2011,Apr,6.5,2011-04,55 years and above,207,1983.0
2832,2012,Apr,6.3,2012-04,55 years and above,208,2010.0
2833,2013,Apr,5.5,2013-04,55 years and above,209,1807.0
2834,2014,Apr,4.7,2014-04,55 years and above,210,1565.0
2835,2015,Apr,4.0,2015-04,55 years and above,211,1385.0
2836,2016,Apr,3.7,2016-04,55 years and above,212,1315.0
2837,2017,Apr,3.2,2017-04,55 years and above,213,1164.0
2838,2018,Apr,3.0,2018-04,55 years and above,214,1115.0
2839,2019,Apr,2.6,2019-04,55 years and above,215,981.0
2840,2020,Apr,13.6,2020-04,55 years and above,216,5052.0
2841,2021,Apr,5.0,2021-04,55 years and above,217,1876.0
2842,2022,Apr,2.8,2022-04,55 years and above,218,1052.0
2843,2023,Apr,2.3,2023-04,55 years and above,219,894.0
2844,1969,May,1.7,1969-05,55 years and above,220,237.0
2845,1970,May,3.1,1970-05,55 years and above,221,451.0
2846,1971,May,3.4,1971-05,55 years and above,222,500.0
2847,1972,May,3.5,1972-05,55 years and above,223,511.0
2848,1973,May,2.5,1973-05,55 years and above,224,355.0
2849,1974,May,2.7,1974-05,55 years and above,225,382.0
2850,1975,May,5.0,1975-05,55 years and above,226,717.0
2851,1976,May,4.3,1976-05,55 years and above,227,616.0
2852,1977,May,4.1,1977-05,55 years and above,228,590.0
2853,1978,May,3.2,1978-05,55 years and above,229,466.0
2854,1979,May,3.1,1979-05,55 years and above,230,459.0
2855,1980,May,3.4,1980-05,55 years and above,231,517.0
2856,1981,May,3.4,1981-05,55 years and above,232,516.0
2857,1982,May,4.9,1982-05,55 years and above,233,745.0
2858,1983,May,5.4,1983-05,55 years and above,234,812.0
2859,1984,May,4.5,1984-05,55 years and above,235,669.0
2860,1985,May,4.2,1985-05,55 years and above,236,630.0
2861,1986,May,3.6,1986-05,55 years and above,237,539.0
2862,1987,May,3.5,1987-05,55 years and above,238,520.0
2863,1988,May,3.3,1988-05,55 years and above,239,498.0
2864,1989,May,3.0,1989-05,55 years and above,240,455.0
2865,1990,May,3.0,1990-05,55 years and above,241,457.0
2866,1991,May,4.0,1991-05,55 years and above,242,600.0
2867,1992,May,4.9,1992-05,55 years and above,243,733.0
2868,1993,May,4.2,1993-05,55 years and above,244,631.0
2869,1994,May,4.1,1994-05,55 years and above,245,639.0
2870,1995,May,3.8,1995-05,55 years and above,246,593.0
2871,1996,May,3.6,1996-05,55 years and above,247,579.0
2872,1997,May,3.1,1997-05,55 years and above,248,506.0
2873,1998,May,2.6,1998-05,55 years and above,249,440.0
2874,1999,May,2.8,1999-05,55 years and above,250,488.0
2875,2000,May,2.5,2000-05,55 years and above,251,466.0
2876,2001,May,2.6,2001-05,55 years and above,252,493.0
2877,2002,May,3.9,2002-05,55 years and above,253,815.0
2878,2003,May,4.3,2003-05,55 years and above,254,956.0
2879,2004,May,4.0,2004-05,55 years and above,255,908.0
2880,2005,May,3.3,2005-05,55 years and above,256,786.0
2881,2006,May,3.0,2006-05,55 years and above,257,755.0
2882,2007,May,3.2,2007-05,55 years and above,258,838.0
2883,2008,May,3.2,2008-05,55 years and above,259,890.0
2884,2009,May,6.7,2009-05,55 years and above,260,1944.0
2885,2010,May,7.0,2010-05,55 years and above,261,2115.0
2886,2011,May,6.7,2011-05,55 years and above,262,2071.0
2887,2012,May,6.5,2012-05,55 years and above,263,2104.0
2888,2013,May,5.3,2013-05,55 years and above,264,1763.0
2889,2014,May,4.6,2014-05,55 years and above,265,1571.0
2890,2015,May,3.8,2015-05,55 years and above,266,1315.0
2891,2016,May,3.4,2016-05,55 years and above,267,1220.0
2892,2017,May,3.1,2017-05,55 years and above,268,1133.0
2893,2018,May,2.8,2018-05,55 years and above,269,1046.0
2894,2019,May,2.8,2019-05,55 years and above,270,1045.0
2895,2020,May,11.8,2020-05,55 years and above,271,4384.0
2896,2021,May,4.8,2021-05,55 years and above,272,1819.0
2897,2022,May,2.7,2022-05,55 years and above,273,1038.0
2898,2023,May,2.8,2023-05,55 years and above,274,1056.0
2899,1969,Jun,1.9,1969-06,55 years and above,275,276.0
2900,1970,Jun,2.8,1970-06,55 years and above,276,407.0
2901,1971,Jun,3.2,1971-06,55 years and above,277,469.0
2902,1972,Jun,3.5,1972-06,55 years and above,278,511.0
2903,1973,Jun,2.6,1973-06,55 years and above,279,370.0
2904,1974,Jun,2.7,1974-06,55 years and above,280,386.0
2905,1975,Jun,4.9,1975-06,55 years and above,281,702.0
2906,1976,Jun,4.8,1976-06,55 years and above,282,679.0
2907,1977,Jun,3.9,1977-06,55 years and above,283,559.0
2908,1978,Jun,3.1,1978-06,55 years and above,284,467.0
2909,1979,Jun,2.9,1979-06,55 years and above,285,431.0
2910,1980,Jun,3.3,1980-06,55 years and above,286,493.0
2911,1981,Jun,3.3,1981-06,55 years and above,287,500.0
2912,1982,Jun,5.1,1982-06,55 years and above,288,778.0
2913,1983,Jun,5.5,1983-06,55 years and above,289,830.0
2914,1984,Jun,4.6,1984-06,55 years and above,290,689.0
2915,1985,Jun,4.4,1985-06,55 years and above,291,659.0
2916,1986,Jun,3.8,1986-06,55 years and above,292,575.0
2917,1987,Jun,3.2,1987-06,55 years and above,293,485.0
2918,1988,Jun,3.0,1988-06,55 years and above,294,453.0
2919,1989,Jun,3.3,1989-06,55 years and above,295,503.0
2920,1990,Jun,2.8,1990-06,55 years and above,296,416.0
2921,1991,Jun,4.2,1991-06,55 years and above,297,630.0
2922,1992,Jun,5.3,1992-06,55 years and above,298,805.0
2923,1993,Jun,4.3,1993-06,55 years and above,299,655.0
2924,1994,Jun,4.0,1994-06,55 years and above,300,613.0
2925,1995,Jun,3.8,1995-06,55 years and above,301,583.0
2926,1996,Jun,3.5,1996-06,55 years and above,302,560.0
2927,1997,Jun,3.2,1997-06,55 years and above,303,519.0
2928,1998,Jun,2.6,1998-06,55 years and above,304,438.0
2929,1999,Jun,3.1,1999-06,55 years and above,305,548.0
2930,2000,Jun,2.3,2000-06,55 years and above,306,434.0
2931,2001,Jun,2.7,2001-06,55 years and above,307,519.0
2932,2002,Jun,3.9,2002-06,55 years and above,308,814.0
2933,2003,Jun,4.4,2003-06,55 years and above,309,966.0
2934,2004,Jun,4.1,2004-06,55 years and above,310,930.0
2935,2005,Jun,3.1,2005-06,55 years and above,311,764.0
2936,2006,Jun,3.0,2006-06,55 years and above,312,770.0
2937,2007,Jun,3.1,2007-06,55 years and above,313,815.0
2938,2008,Jun,3.3,2008-06,55 years and above,314,924.0
2939,2009,Jun,7.0,2009-06,55 years and above,315,2026.0
2940,2010,Jun,6.8,2010-06,55 years and above,316,2048.0
2941,2011,Jun,6.9,2011-06,55 years and above,317,2129.0
2942,2012,Jun,6.2,2012-06,55 years and above,318,2004.0
2943,2013,Jun,5.4,2013-06,55 years and above,319,1791.0
2944,2014,Jun,4.5,2014-06,55 years and above,320,1509.0
2945,2015,Jun,3.7,2015-06,55 years and above,321,1279.0
2946,2016,Jun,3.5,2016-06,55 years and above,322,1253.0
2947,2017,Jun,3.1,2017-06,55 years and above,323,1113.0
2948,2018,Jun,3.0,2018-06,55 years and above,324,1119.0
2949,2019,Jun,2.9,2019-06,55 years and above,325,1097.0
2950,2020,Jun,9.6,2020-06,55 years and above,326,3599.0
2951,2021,Jun,4.9,2021-06,55 years and above,327,1825.0
2952,2022,Jun,2.7,2022-06,55 years and above,328,1039.0
2953,2023,Jun,2.6,2023-06,55 years and above,329,978.0
2954,1969,Jul,2.0,1969-07,55 years and above,330,294.0
2955,1970,Jul,2.9,1970-07,55 years and above,331,421.0
2956,1971,Jul,3.1,1971-07,55 years and above,332,453.0
2957,1972,Jul,3.4,1972-07,55 years and above,333,495.0
2958,1973,Jul,2.8,1973-07,55 years and above,334,399.0
2959,1974,Jul,2.8,1974-07,55 years and above,335,402.0
2960,1975,Jul,4.9,1975-07,55 years and above,336,701.0
2961,1976,Jul,4.9,1976-07,55 years and above,337,699.0
2962,1977,Jul,3.9,1977-07,55 years and above,338,566.0
2963,1978,Jul,3.1,1978-07,55 years and above,339,467.0
2964,1979,Jul,3.1,1979-07,55 years and above,340,471.0
2965,1980,Jul,3.4,1980-07,55 years and above,341,516.0
2966,1981,Jul,3.5,1981-07,55 years and above,342,525.0
2967,1982,Jul,5.1,1982-07,55 years and above,343,778.0
2968,1983,Jul,5.2,1983-07,55 years and above,344,787.0
2969,1984,Jul,4.4,1984-07,55 years and above,345,653.0
2970,1985,Jul,4.5,1985-07,55 years and above,346,661.0
2971,1986,Jul,3.9,1986-07,55 years and above,347,582.0
2972,1987,Jul,3.1,1987-07,55 years and above,348,463.0
2973,1988,Jul,3.0,1988-07,55 years and above,349,447.0
2974,1989,Jul,3.1,1989-07,55 years and above,350,475.0
2975,1990,Jul,3.1,1990-07,55 years and above,351,465.0
2976,1991,Jul,3.9,1991-07,55 years and above,352,582.0
2977,1992,Jul,5.3,1992-07,55 years and above,353,803.0
2978,1993,Jul,4.3,1993-07,55 years and above,354,637.0
2979,1994,Jul,4.1,1994-07,55 years and above,355,635.0
2980,1995,Jul,3.8,1995-07,55 years and above,356,592.0
2981,1996,Jul,3.7,1996-07,55 years and above,357,590.0
2982,1997,Jul,3.0,1997-07,55 years and above,358,484.0
2983,1998,Jul,2.8,1998-07,55 years and above,359,479.0
2984,1999,Jul,3.0,1999-07,55 years and above,360,541.0
2985,2000,Jul,2.5,2000-07,55 years and above,361,461.0
2986,2001,Jul,2.9,2001-07,55 years and above,362,563.0
2987,2002,Jul,3.7,2002-07,55 years and above,363,768.0
2988,2003,Jul,4.1,2003-07,55 years and above,364,901.0
2989,2004,Jul,3.5,2004-07,55 years and above,365,815.0
2990,2005,Jul,3.4,2005-07,55 years and above,366,820.0
2991,2006,Jul,3.1,2006-07,55 years and above,367,789.0
2992,2007,Jul,3.2,2007-07,55 years and above,368,854.0
2993,2008,Jul,3.7,2008-07,55 years and above,369,1030.0
2994,2009,Jul,6.8,2009-07,55 years and above,370,1965.0
2995,2010,Jul,6.8,2010-07,55 years and above,371,2050.0
2996,2011,Jul,6.8,2011-07,55 years and above,372,2110.0
2997,2012,Jul,6.2,2012-07,55 years and above,373,1986.0
2998,2013,Jul,5.0,2013-07,55 years and above,374,1649.0
2999,2014,Jul,4.5,2014-07,55 years and above,375,1539.0
3000,2015,Jul,3.7,2015-07,55 years and above,376,1272.0
3001,2016,Jul,3.6,2016-07,55 years and above,377,1303.0
3002,2017,Jul,3.1,2017-07,55 years and above,378,1135.0
3003,2018,Jul,3.0,2018-07,55 years and above,379,1141.0
3004,2019,Jul,2.7,2019-07,55 years and above,380,1034.0
3005,2020,Jul,8.8,2020-07,55 years and above,381,3333.0
3006,2021,Jul,4.4,2021-07,55 years and above,382,1647.0
3007,2022,Jul,2.5,2022-07,55 years and above,383,956.0
3008,2023,Jul,2.3,2023-07,55 years and above,384,881.0
3009,1969,Aug,2.1,1969-08,55 years and above,385,301.0
3010,1970,Aug,2.8,1970-08,55 years and above,386,404.0
3011,1971,Aug,3.4,1971-08,55 years and above,387,497.0
3012,1972,Aug,3.5,1972-08,55 years and above,388,517.0
3013,1973,Aug,2.7,1973-08,55 years and above,389,390.0
3014,1974,Aug,3.2,1974-08,55 years and above,390,458.0
3015,1975,Aug,4.7,1975-08,55 years and above,391,668.0
3016,1976,Aug,4.7,1976-08,55 years and above,392,683.0
3017,1977,Aug,3.8,1977-08,55 years and above,393,542.0
3018,1978,Aug,2.9,1978-08,55 years and above,394,425.0
3019,1979,Aug,3.1,1979-08,55 years and above,395,461.0
3020,1980,Aug,3.4,1980-08,55 years and above,396,521.0
3021,1981,Aug,3.5,1981-08,55 years and above,397,522.0
3022,1982,Aug,5.1,1982-08,55 years and above,398,777.0
3023,1983,Aug,5.0,1983-08,55 years and above,399,753.0
3024,1984,Aug,4.5,1984-08,55 years and above,400,676.0
3025,1985,Aug,4.2,1985-08,55 years and above,401,625.0
3026,1986,Aug,3.8,1986-08,55 years and above,402,574.0
3027,1987,Aug,3.3,1987-08,55 years and above,403,490.0
3028,1988,Aug,3.1,1988-08,55 years and above,404,473.0
3029,1989,Aug,3.0,1989-08,55 years and above,405,455.0
3030,1990,Aug,3.2,1990-08,55 years and above,406,479.0
3031,1991,Aug,3.9,1991-08,55 years and above,407,577.0
3032,1992,Aug,5.0,1992-08,55 years and above,408,752.0
3033,1993,Aug,4.2,1993-08,55 years and above,409,633.0
3034,1994,Aug,4.1,1994-08,55 years and above,410,640.0
3035,1995,Aug,3.7,1995-08,55 years and above,411,584.0
3036,1996,Aug,3.2,1996-08,55 years and above,412,507.0
3037,1997,Aug,3.1,1997-08,55 years and above,413,515.0
3038,1998,Aug,2.7,1998-08,55 years and above,414,461.0
3039,1999,Aug,2.7,1999-08,55 years and above,415,479.0
3040,2000,Aug,2.7,2000-08,55 years and above,416,500.0
3041,2001,Aug,3.0,2001-08,55 years and above,417,589.0
3042,2002,Aug,3.9,2002-08,55 years and above,418,820.0
3043,2003,Aug,4.2,2003-08,55 years and above,419,921.0
3044,2004,Aug,3.7,2004-08,55 years and above,420,859.0
3045,2005,Aug,3.2,2005-08,55 years and above,421,794.0
