month_year,Year,Month,education_attainment,civilian_labor_level,employment_level,employment_population_ratio,labor_force_participation_rate,unemployment_level,unemployment_rate,roc_unemployment_level,roc_unemployment_rate
2007-01,2007,January,Other College or Associate Degree,35253,33919,69.8,72.6,1334,3.8,67,0.2
2008-01,2008,January,Other College or Associate Degree,36451,35093,69.7,72.4,1358,3.7,24,-0.1
2009-01,2009,January,Other College or Associate Degree,36625,34242,67.2,71.9,2383,6.5,1025,2.8
2010-01,2010,January,Other College or Associate Degree,36757,33604,65.3,71.5,3153,8.6,770,2.1
2011-01,2011,January,Other College or Associate Degree,36856,33888,64.6,70.3,2968,8.1,-185,-0.5
2012-01,2012,January,Other College or Associate Degree,37414,34755,64.6,69.6,2660,7.1,-308,-1
2013-01,2013,January,Other College or Associate Degree,37339,34764,63.9,68.6,2575,6.9,-85,-0.2
2014-01,2014,January,Other College or Associate Degree,36856,34700,63.2,67.1,2156,5.9,-419,-1
2015-01,2015,January,Other College or Associate Degree,37273,35328,63.4,66.9,1945,5.2,-211,-0.7
2016-01,2016,January,Other College or Associate Degree,38021,36392,63.5,66.3,1629,4.3,-316,-0.9
2017-01,2017,January,Other College or Associate Degree,38064,36596,63.2,65.8,1468,3.9,-161,-0.4
2018-01,2018,January,Other College or Associate Degree,37879,36579,63.7,66,1300,3.4,-168,-0.5
2019-01,2019,January,Other College or Associate Degree,37413,36123,63.3,65.6,1290,3.4,-10,0
2020-01,2020,January,Other College or Associate Degree,37344,36283,62.9,64.7,1062,2.8,-228,-0.6
2021-01,2021,January,Other College or Associate Degree,35520,33354,58.6,62.4,2166,6.1,1104,3.3
2022-01,2022,January,Other College or Associate Degree,35347,34106,60.9,63.2,1242,3.5,-924,-2.6
2023-01,2023,January,Other College or Associate Degree,36082,35046,61.7,63.5,1036,2.9,-206,-0.6
1993-02,1993,February,Other College or Associate Degree,27901,26373,70.8,74.9,1528,5.5,492,2.6
1994-02,1994,February,Other College or Associate Degree,30011,28567,71.3,74.9,1444,4.8,-84,-0.7
1995-02,1995,February,Other College or Associate Degree,30853,29716,71.6,74.4,1137,3.7,-307,-1.1
1996-02,1996,February,Other College or Associate Degree,30770,29611,71.4,74.2,1159,3.8,22,0.1
1997-02,1997,February,Other College or Associate Degree,31078,29999,71.9,74.5,1079,3.5,-80,-0.3
1998-02,1998,February,Other College or Associate Degree,31333,30376,71.4,73.7,958,3.1,-121,-0.4
1999-02,1999,February,Other College or Associate Degree,32263,31269,71.2,73.5,993,3.1,35,0
2000-02,2000,February,Other College or Associate Degree,32962,31989,71,73.2,973,3,-20,-0.1
2001-02,2001,February,Other College or Associate Degree,33485,32551,71,73,933,2.8,-40,-0.2
2002-02,2002,February,Other College or Associate Degree,33384,31965,69.5,72.6,1419,4.2,486,1.4
2003-02,2003,February,Other College or Associate Degree,34237,32622,69.6,73,1615,4.7,196,0.5
2004-02,2004,February,Other College or Associate Degree,34098,32628,69.1,72.2,1470,4.3,-145,-0.4
2005-02,2005,February,Other College or Associate Degree,34755,33309,69.2,72.2,1445,4.2,-25,-0.1
2006-02,2006,February,Other College or Associate Degree,35904,34600,69.3,71.9,1304,3.6,-141,-0.6
2007-02,2007,February,Other College or Associate Degree,34723,33473,68.7,71.3,1250,3.6,-54,0
2008-02,2008,February,Other College or Associate Degree,36189,34804,68.8,71.5,1385,3.8,135,0.2
2009-02,2009,February,Other College or Associate Degree,37129,34432,66.5,71.7,2697,7.3,1312,3.5
2010-02,2010,February,Other College or Associate Degree,36599,33639,64.6,70.3,2960,8.1,263,0.8
2011-02,2011,February,Other College or Associate Degree,36733,33844,63.9,69.4,2889,7.9,-71,-0.2
2012-02,2012,February,Other College or Associate Degree,37294,34599,64.1,69.1,2695,7.2,-194,-0.7
2013-02,2013,February,Other College or Associate Degree,37315,34879,63.6,68.1,2436,6.5,-259,-0.7
2014-02,2014,February,Other College or Associate Degree,37119,34908,62.8,66.8,2211,6,-225,-0.5
2015-02,2015,February,Other College or Associate Degree,37326,35468,63.2,66.5,1858,5,-353,-1
2016-02,2016,February,Other College or Associate Degree,38047,36426,63.7,66.6,1621,4.3,-237,-0.7
2017-02,2017,February,Other College or Associate Degree,37815,36270,63.3,65.9,1544,4.1,-77,-0.2
2018-02,2018,February,Other College or Associate Degree,37660,36330,63.4,65.7,1329,3.5,-215,-0.6
2019-02,2019,February,Other College or Associate Degree,37276,36093,63.4,65.4,1183,3.2,-146,-0.3
2020-02,2020,February,Other College or Associate Degree,37346,36208,62.9,64.8,1139,3,-44,-0.2
2021-02,2021,February,Other College or Associate Degree,35493,33459,59.2,62.8,2034,5.7,895,2.7
2022-02,2022,February,Other College or Associate Degree,35423,34122,61.4,63.7,1301,3.7,-733,-2
2023-02,2023,February,Other College or Associate Degree,35962,34796,61.5,63.6,1167,3.2,-134,-0.5
1993-03,1993,March,Other College or Associate Degree,27995,26525,71.1,75.1,1470,5.3,303,2.1
1994-03,1994,March,Other College or Associate Degree,30018,28638,71.7,75.1,1380,4.6,-90,-0.7
1995-03,1995,March,Other College or Associate Degree,30763,29505,71.7,74.8,1258,4.1,-122,-0.5
1996-03,1996,March,Other College or Associate Degree,30888,29744,72.1,74.9,1144,3.7,-114,-0.4
1997-03,1997,March,Other College or Associate Degree,31175,30077,72.2,74.8,1098,3.5,-46,-0.2
1998-03,1998,March,Other College or Associate Degree,31354,30339,71.7,74.1,1015,3.2,-83,-0.3
1999-03,1999,March,Other College or Associate Degree,31717,30803,71.6,73.7,914,2.9,-101,-0.3
2000-03,2000,March,Other College or Associate Degree,33123,32207,71.9,73.9,916,2.8,2,-0.1
2001-03,2001,March,Other College or Associate Degree,33597,32679,71.4,73.4,918,2.7,2,-0.1
2002-03,2002,March,Other College or Associate Degree,33376,31926,69.9,73,1450,4.3,532,1.6
2003-03,2003,March,Other College or Associate Degree,34041,32403,69.8,73.4,1638,4.8,188,0.5
2004-03,2004,March,Other College or Associate Degree,34424,32799,69.5,72.9,1624,4.7,-14,-0.1
2005-03,2005,March,Other College or Associate Degree,34814,33449,70,72.8,1364,3.9,-260,-0.8
2006-03,2006,March,Other College or Associate Degree,35526,34202,69.7,72.4,1325,3.7,-39,-0.2
2007-03,2007,March,Other College or Associate Degree,35453,34193,69.6,72.1,1260,3.6,-65,-0.1
2008-03,2008,March,Other College or Associate Degree,36571,35139,69.3,72.1,1433,3.9,173,0.3
2009-03,2009,March,Other College or Associate Degree,36966,34207,66.5,71.9,2759,7.5,1326,3.6
2010-03,2010,March,Other College or Associate Degree,36676,33598,65,71,3079,8.4,320,0.9
2011-03,2011,March,Other College or Associate Degree,36625,33868,64.4,69.7,2757,7.5,-322,-0.9
2012-03,2012,March,Other College or Associate Degree,37460,34634,64.2,69.4,2826,7.5,69,0
2013-03,2013,March,Other College or Associate Degree,37266,34919,63.9,68.2,2348,6.3,-478,-1.2
2014-03,2014,March,Other College or Associate Degree,37139,34922,63.1,67.1,2217,6,-131,-0.3
2015-03,2015,March,Other College or Associate Degree,37482,35681,64.2,67.5,1801,4.8,-416,-1.2
2016-03,2016,March,Other College or Associate Degree,37970,36404,63.6,66.3,1566,4.1,-235,-0.7
2017-03,2017,March,Other College or Associate Degree,37904,36526,63.8,66.2,1378,3.6,-188,-0.5
2018-03,2018,March,Other College or Associate Degree,37593,36259,63.2,65.6,1334,3.5,-44,-0.1
2019-03,2019,March,Other College or Associate Degree,37252,35982,63,65.2,1270,3.4,-64,-0.1
2020-03,2020,March,Other College or Associate Degree,37277,35864,62.1,64.5,1413,3.8,143,0.4
2021-03,2021,March,Other College or Associate Degree,35769,33651,59.5,63.3,2118,5.9,705,2.1
2022-03,2022,March,Other College or Associate Degree,35604,34499,61.6,63.5,1105,3.1,-1013,-2.8
2023-03,2023,March,Other College or Associate Degree,35944,34877,61.8,63.6,1067,3,-38,-0.1
1993-04,1993,April,Other College or Associate Degree,28166,26697,71.2,75.2,1469,5.2,402,2.2
1994-04,1994,April,Other College or Associate Degree,29861,28469,71.6,75.1,1392,4.7,-77,-0.5
1995-04,1995,April,Other College or Associate Degree,30824,29566,72,75.1,1258,4.1,-134,-0.6
1996-04,1996,April,Other College or Associate Degree,30917,29737,72.2,75.1,1180,3.8,-78,-0.3
1997-04,1997,April,Other College or Associate Degree,31078,30034,72.3,74.8,1044,3.4,-136,-0.4
1998-04,1998,April,Other College or Associate Degree,31358,30502,72.1,74.1,856,2.7,-188,-0.7
1999-04,1999,April,Other College or Associate Degree,32080,31132,72.3,74.5,948,3,92,0.3
2000-04,2000,April,Other College or Associate Degree,33145,32289,72.7,74.6,857,2.6,-91,-0.4
2001-04,2001,April,Other College or Associate Degree,33578,32596,72.1,74.2,982,2.9,125,0.3
2002-04,2002,April,Other College or Associate Degree,33272,31732,70.1,73.5,1541,4.6,559,1.7
2003-04,2003,April,Other College or Associate Degree,34114,32485,70,73.5,1629,4.8,88,0.2
2004-04,2004,April,Other College or Associate Degree,34536,33118,69.9,72.9,1418,4.1,-211,-0.7
2005-04,2005,April,Other College or Associate Degree,34814,33467,70.3,73.1,1347,3.9,-71,-0.2
2006-04,2006,April,Other College or Associate Degree,35298,33973,69.7,72.5,1325,3.8,-22,-0.1
2007-04,2007,April,Other College or Associate Degree,35696,34406,69.8,72.4,1291,3.6,-34,-0.2
2008-04,2008,April,Other College or Associate Degree,36659,35209,69.3,72.1,1451,4,160,0.4
2009-04,2009,April,Other College or Associate Degree,37014,34169,66.3,71.8,2845,7.7,1394,3.7
2010-04,2010,April,Other College or Associate Degree,36737,33648,65.2,71.2,3089,8.4,244,0.7
2011-04,2011,April,Other College or Associate Degree,36703,33934,64.5,69.8,2769,7.5,-320,-0.9
2012-04,2012,April,Other College or Associate Degree,37250,34404,63.9,69.1,2846,7.6,77,0.1
2013-04,2013,April,Other College or Associate Degree,37172,34805,63.7,68,2367,6.4,-479,-1.2
2014-04,2014,April,Other College or Associate Degree,37205,35078,63.1,67,2127,5.7,-240,-0.7
2015-04,2015,April,Other College or Associate Degree,37711,35947,64.2,67.3,1764,4.7,-363,-1
2016-04,2016,April,Other College or Associate Degree,37794,36217,63.2,66,1576,4.2,-188,-0.5
2017-04,2017,April,Other College or Associate Degree,37771,36393,63.3,65.7,1378,3.6,-198,-0.6
2018-04,2018,April,Other College or Associate Degree,37959,36652,63.2,65.5,1306,3.4,-72,-0.2
2019-04,2019,April,Other College or Associate Degree,37401,36251,62.8,64.7,1150,3.1,-156,-0.3
2020-04,2020,April,Other College or Associate Degree,36119,30516,53.2,62.9,5603,15.5,4453,12.4
2021-04,2021,April,Other College or Associate Degree,35626,33504,59.4,63.2,2121,6,-3482,-9.5
2022-04,2022,April,Other College or Associate Degree,35569,34465,61.4,63.4,1103,3.1,-1018,-2.9
2023-04,2023,April,Other College or Associate Degree,35668,34650,61.2,63,1018,2.9,-85,-0.2
1993-05,1993,May,Other College or Associate Degree,28396,26959,71.9,75.8,1437,5.1,419,2.2
1994-05,1994,May,Other College or Associate Degree,29808,28438,72.6,76.1,1370,4.6,-67,-0.5
1995-05,1995,May,Other College or Associate Degree,30728,29441,72,75.2,1287,4.2,-83,-0.4
1996-05,1996,May,Other College or Associate Degree,31069,29898,72.4,75.2,1171,3.8,-116,-0.4
1997-05,1997,May,Other College or Associate Degree,31281,30337,72.8,75.1,944,3,-227,-0.8
1998-05,1998,May,Other College or Associate Degree,31396,30399,72.3,74.7,997,3.2,53,0.2
1999-05,1999,May,Other College or Associate Degree,31916,30992,72.5,74.7,925,2.9,-72,-0.3
2000-05,2000,May,Other College or Associate Degree,33412,32537,72.8,74.7,874,2.6,-51,-0.3
2001-05,2001,May,Other College or Associate Degree,33688,32678,72.4,74.6,1010,3,136,0.4
2002-05,2002,May,Other College or Associate Degree,33333,31735,70.3,73.9,1598,4.8,588,1.8
2003-05,2003,May,Other College or Associate Degree,34106,32426,69.8,73.4,1681,4.9,83,0.1
2004-05,2004,May,Other College or Associate Degree,34595,33205,70.2,73.1,1390,4,-291,-0.9
2005-05,2005,May,Other College or Associate Degree,34814,33472,70.6,73.4,1342,3.9,-48,-0.1
2006-05,2006,May,Other College or Associate Degree,35049,33735,70,72.7,1315,3.8,-27,-0.1
2007-05,2007,May,Other College or Associate Degree,36020,34792,70.1,72.6,1227,3.4,-88,-0.4
2008-05,2008,May,Other College or Associate Degree,36754,35185,69.2,72.3,1569,4.3,342,0.9
2009-05,2009,May,Other College or Associate Degree,36808,33929,66,71.6,2879,7.8,1310,3.5
2010-05,2010,May,Other College or Associate Degree,36850,33824,65.2,71,3027,8.2,148,0.4
2011-05,2011,May,Other College or Associate Degree,36768,33886,64.2,69.6,2882,7.8,-145,-0.4
2012-05,2012,May,Other College or Associate Degree,37045,34188,63.5,68.8,2857,7.7,-25,-0.1
2013-05,2013,May,Other College or Associate Degree,37398,34954,63.9,68.4,2445,6.5,-412,-1.2
2014-05,2014,May,Other College or Associate Degree,37158,35096,63.4,67.1,2062,5.5,-383,-1
2015-05,2015,May,Other College or Associate Degree,37557,35889,64.3,67.3,1669,4.4,-393,-1.1
2016-05,2016,May,Other College or Associate Degree,37971,36498,63.9,66.5,1473,3.9,-196,-0.5
2017-05,2017,May,Other College or Associate Degree,37346,35839,63.1,65.7,1506,4,33,0.1
2018-05,2018,May,Other College or Associate Degree,37819,36599,63.4,65.6,1220,3.2,-286,-0.8
2019-05,2019,May,Other College or Associate Degree,37615,36597,63.5,65.3,1018,2.7,-202,-0.5
2020-05,2020,May,Other College or Associate Degree,36609,31571,54.9,63.7,5038,13.8,4020,11.1
2021-05,2021,May,Other College or Associate Degree,35930,33792,59.6,63.4,2138,6,-2900,-7.8
2022-05,2022,May,Other College or Associate Degree,35787,34570,61.3,63.5,1217,3.4,-921,-2.6
2023-05,2023,May,Other College or Associate Degree,35407,34273,61.1,63.1,1134,3.2,-83,-0.2
1993-06,1993,June,Other College or Associate Degree,28461,26959,72,76,1502,5.3,368,2.1
1994-06,1994,June,Other College or Associate Degree,29669,28371,72.6,75.9,1298,4.4,-204,-0.9
1995-06,1995,June,Other College or Associate Degree,30608,29357,71.9,75,1251,4.1,-47,-0.3
1996-06,1996,June,Other College or Associate Degree,31298,30117,72.5,75.3,1181,3.8,-70,-0.3
1997-06,1997,June,Other College or Associate Degree,31364,30341,72.7,75.1,1023,3.3,-158,-0.5
1998-06,1998,June,Other College or Associate Degree,31229,30340,72.4,74.6,889,2.8,-134,-0.5
1999-06,1999,June,Other College or Associate Degree,31879,31104,72.7,74.5,775,2.4,-114,-0.4
2000-06,2000,June,Other College or Associate Degree,33368,32457,72.4,74.5,911,2.7,136,0.3
2001-06,2001,June,Other College or Associate Degree,33699,32672,71.9,74.2,1027,3,116,0.3
2002-06,2002,June,Other College or Associate Degree,33337,31815,70,73.3,1523,4.6,496,1.6
2003-06,2003,June,Other College or Associate Degree,34213,32545,69.4,73,1668,4.9,145,0.3
2004-06,2004,June,Other College or Associate Degree,34628,33192,69.8,72.8,1436,4.1,-232,-0.8
2005-06,2005,June,Other College or Associate Degree,34838,33491,70,72.8,1348,3.9,-88,-0.2
2006-06,2006,June,Other College or Associate Degree,34932,33694,69.8,72.4,1238,3.5,-110,-0.4
2007-06,2007,June,Other College or Associate Degree,36191,34907,69.9,72.5,1283,3.5,45,0
2008-06,2008,June,Other College or Associate Degree,36925,35330,69,72.1,1595,4.3,312,0.8
2009-06,2009,June,Other College or Associate Degree,36814,33850,65.6,71.3,2964,8.1,1369,3.8
2010-06,2010,June,Other College or Associate Degree,36678,33700,65.1,70.9,2978,8.1,14,0
2011-06,2011,June,Other College or Associate Degree,36742,33693,63.9,69.7,3049,8.3,71,0.2
2012-06,2012,June,Other College or Associate Degree,37449,34697,63.8,68.9,2752,7.3,-297,-1
2013-06,2013,June,Other College or Associate Degree,37071,34665,63.2,67.6,2405,6.5,-347,-0.8
2014-06,2014,June,Other College or Associate Degree,37371,35440,63.9,67.4,1931,5.2,-474,-1.3
2015-06,2015,June,Other College or Associate Degree,37793,36199,64.2,67,1595,4.2,-336,-1
2016-06,2016,June,Other College or Associate Degree,37935,36386,63.5,66.2,1549,4.1,-46,-0.1
2017-06,2017,June,Other College or Associate Degree,37545,36148,63.1,65.5,1396,3.7,-153,-0.4
2018-06,2018,June,Other College or Associate Degree,37837,36599,63.2,65.3,1238,3.3,-158,-0.4
2019-06,2019,June,Other College or Associate Degree,37222,36107,62.8,64.7,1115,3,-123,-0.3
2020-06,2020,June,Other College or Associate Degree,36622,32631,56.8,63.8,3991,10.9,2876,7.9
2021-06,2021,June,Other College or Associate Degree,36072,33963,59.4,63.1,2110,5.8,-1881,-5.1
2022-06,2022,June,Other College or Associate Degree,35714,34593,60.6,62.6,1121,3.1,-989,-2.7
2023-06,2023,June,Other College or Associate Degree,35564,34472,60.5,62.5,1092,3.1,-29,0
1993-07,1993,July,Other College or Associate Degree,28413,26929,70.9,74.8,1484,5.2,392,2.1
1994-07,1994,July,Other College or Associate Degree,29939,28644,71.2,74.4,1295,4.3,-189,-0.9
1995-07,1995,July,Other College or Associate Degree,31216,29951,70.7,73.7,1265,4.1,-30,-0.2
1996-07,1996,July,Other College or Associate Degree,31519,30355,71.1,73.8,1164,3.7,-101,-0.4
1997-07,1997,July,Other College or Associate Degree,31238,30267,71.5,73.8,971,3.1,-193,-0.6
1998-07,1998,July,Other College or Associate Degree,31257,30341,71.7,73.9,917,2.9,-54,-0.2
1999-07,1999,July,Other College or Associate Degree,32145,31185,71.5,73.7,960,3,43,0.1
2000-07,2000,July,Other College or Associate Degree,33289,32362,71.5,73.5,927,2.8,-33,-0.2
2001-07,2001,July,Other College or Associate Degree,33671,32645,70.9,73.1,1026,3,99,0.2
2002-07,2002,July,Other College or Associate Degree,33455,31982,69.1,72.3,1473,4.4,447,1.4
2003-07,2003,July,Other College or Associate Degree,34150,32456,68.3,71.9,1694,5,221,0.6
2004-07,2004,July,Other College or Associate Degree,34607,33152,68.5,71.6,1456,4.2,-238,-0.8
2005-07,2005,July,Other College or Associate Degree,34916,33619,68.6,71.3,1297,3.7,-159,-0.5
2006-07,2006,July,Other College or Associate Degree,35307,34020,68.7,71.3,1287,3.6,-10,-0.1
2007-07,2007,July,Other College or Associate Degree,36237,34945,68.7,71.3,1291,3.6,4,0
2008-07,2008,July,Other College or Associate Degree,36538,34853,68,71.2,1685,4.6,394,1
2009-07,2009,July,Other College or Associate Degree,36674,33744,65.2,70.8,2930,8,1245,3.4
2010-07,2010,July,Other College or Associate Degree,36848,33774,64.4,70.2,3074,8.3,144,0.3
2011-07,2011,July,Other College or Associate Degree,36739,33691,63.3,69,3049,8.3,-25,0
2012-07,2012,July,Other College or Associate Degree,37311,34625,63.2,68.2,2686,7.2,-363,-1.1
2013-07,2013,July,Other College or Associate Degree,37195,34937,62.9,67,2259,6.1,-427,-1.1
2014-07,2014,July,Other College or Associate Degree,37789,35776,63.6,67.1,2013,5.3,-246,-0.8
2015-07,2015,July,Other College or Associate Degree,37707,36070,63.3,66.2,1637,4.3,-376,-1
2016-07,2016,July,Other College or Associate Degree,37999,36410,63.8,66.6,1589,4.2,-48,-0.1
2017-07,2017,July,Other College or Associate Degree,37502,36131,63,65.4,1371,3.7,-218,-0.5
2018-07,2018,July,Other College or Associate Degree,37605,36436,63.5,65.5,1169,3.1,-202,-0.6
2019-07,2019,July,Other College or Associate Degree,37319,36152,63.1,65.1,1167,3.1,-2,0
2020-07,2020,July,Other College or Associate Degree,36435,32928,57.3,63.4,3507,9.6,2340,6.5
2021-07,2021,July,Other College or Associate Degree,35888,34116,59.9,63,1772,4.9,-1735,-4.7
2022-07,2022,July,Other College or Associate Degree,35592,34575,60.8,62.6,1016,2.9,-756,-2
2023-07,2023,July,Other College or Associate Degree,35730,34612,60.7,62.7,1118,3.1,102,0.2
1993-08,1993,Augest,Other College or Associate Degree,28532,26951,71.3,75.5,1581,5.5,463,2.4
1994-08,1994,Augest,Other College or Associate Degree,29999,28701,72.1,75.4,1298,4.3,-283,-1.2
1995-08,1995,Augest,Other College or Associate Degree,31183,29947,71.4,74.3,1236,4,-62,-0.3
1996-08,1996,Augest,Other College or Associate Degree,31511,30352,71.7,74.4,1159,3.7,-77,-0.3
1997-08,1997,Augest,Other College or Associate Degree,31651,30645,72.3,74.6,1006,3.2,-153,-0.5
1998-08,1998,Augest,Other College or Associate Degree,31088,30235,72.3,74.3,853,2.7,-153,-0.5
1999-08,1999,Augest,Other College or Associate Degree,31795,30843,71.5,73.7,952,3,99,0.3
2000-08,2000,Augest,Other College or Associate Degree,33351,32430,71.8,73.8,921,2.8,-31,-0.2
2001-08,2001,Augest,Other College or Associate Degree,33813,32703,71.2,73.6,1110,3.3,189,0.5
2002-08,2002,Augest,Other College or Associate Degree,33639,32153,69.7,73,1486,4.4,376,1.1
2003-08,2003,Augest,Other College or Associate Degree,33948,32300,69.1,72.6,1648,4.9,162,0.5
2004-08,2004,Augest,Other College or Associate Degree,34488,33076,69.1,72,1412,4.1,-236,-0.8
2005-08,2005,Augest,Other College or Associate Degree,35090,33858,69.6,72.2,1233,3.5,-179,-0.6
2006-08,2006,Augest,Other College or Associate Degree,35371,34125,69.6,72.2,1246,3.5,13,0
2007-08,2007,Augest,Other College or Associate Degree,36045,34745,69.5,72.1,1300,3.6,54,0.1
2008-08,2008,Augest,Other College or Associate Degree,36867,35078,68.4,71.8,1789,4.9,489,1.3
2009-08,2009,Augest,Other College or Associate Degree,36592,33612,65.4,71.2,2980,8.1,1191,3.2
2010-08,2010,Augest,Other College or Associate Degree,36993,33789,64.3,70.4,3204,8.7,224,0.6
2011-08,2011,Augest,Other College or Associate Degree,36977,33909,63.4,69.1,3068,8.3,-136,-0.4
2012-08,2012,Augest,Other College or Associate Degree,37300,34803,63.6,68.2,2497,6.7,-571,-1.6
2013-08,2013,Augest,Other College or Associate Degree,37734,35437,63.5,67.6,2297,6.1,-200,-0.6
2014-08,2014,Augest,Other College or Associate Degree,38017,36009,64.1,67.7,2008,5.3,-289,-0.8
2015-08,2015,Augest,Other College or Associate Degree,37351,35748,63.6,66.5,1603,4.3,-405,-1
2016-08,2016,Augest,Other College or Associate Degree,37622,36056,63.8,66.6,1566,4.2,-37,-0.1
2017-08,2017,Augest,Other College or Associate Degree,37365,35989,63.4,65.8,1376,3.7,-190,-0.5
2018-08,2018,Augest,Other College or Associate Degree,37259,35957,63.2,65.5,1302,3.5,-74,-0.2
2019-08,2019,Augest,Other College or Associate Degree,37748,36605,63.7,65.7,1143,3,-159,-0.5
2020-08,2020,Augest,Other College or Associate Degree,36373,33566,59,63.9,2807,7.7,1664,4.7
2021-08,2021,Augest,Other College or Associate Degree,35784,34011,60.4,63.5,1773,5,-1034,-2.7
2022-08,2022,Augest,Other College or Associate Degree,35606,34559,61.2,63,1046,2.9,-727,-2.1
2023-08,2023,Augest,Other College or Associate Degree,35867,34780,61.4,63.3,1087,3,41,0.1
1993-09,1993,September,Other College or Associate Degree,28671,27196,71.3,75.2,1475,5.1,388,2.1
1994-09,1994,September,Other College or Associate Degree,30047,28744,71.9,75.1,1303,4.3,-172,-0.8
1995-09,1995,September,Other College or Associate Degree,31084,29902,71.7,74.5,1182,3.8,-121,-0.5
1996-09,1996,September,Other College or Associate Degree,31386,30235,72.1,74.9,1151,3.7,-31,-0.1
1997-09,1997,September,Other College or Associate Degree,31562,30536,72.6,75,1026,3.3,-125,-0.4
1998-09,1998,September,Other College or Associate Degree,31372,30431,72.9,75.1,940,3,-86,-0.3
1999-09,1999,September,Other College or Associate Degree,32142,31271,72.8,74.8,871,2.7,-69,-0.3
2000-09,2000,September,Other College or Associate Degree,33177,32326,72.3,74.2,851,2.6,-20,-0.1
2001-09,2001,September,Other College or Associate Degree,34041,32874,71.4,73.9,1167,3.4,316,0.8
2002-09,2002,September,Other College or Associate Degree,33860,32302,70.2,73.6,1559,4.6,392,1.2
2003-09,2003,September,Other College or Associate Degree,34013,32355,69.4,72.9,1658,4.9,99,0.3
2004-09,2004,September,Other College or Associate Degree,34420,33006,69.2,72.2,1414,4.1,-244,-0.8
2005-09,2005,September,Other College or Associate Degree,35137,33853,69.7,72.4,1284,3.7,-130,-0.4
2006-09,2006,September,Other College or Associate Degree,35417,34136,69.8,72.4,1281,3.6,-3,-0.1
2007-09,2007,September,Other College or Associate Degree,36041,34818,69.5,71.9,1223,3.4,-58,-0.2
2008-09,2008,September,Other College or Associate Degree,36988,35131,68.3,71.9,1857,5,634,1.6
2009-09,2009,September,Other College or Associate Degree,36618,33567,64.6,70.5,3051,8.3,1194,3.3
2010-09,2010,September,Other College or Associate Degree,36838,33543,63.7,70,3296,8.9,245,0.6
2011-09,2011,September,Other College or Associate Degree,36949,33795,63.2,69.1,3154,8.5,-142,-0.4
2012-09,2012,September,Other College or Associate Degree,37473,34997,64,68.5,2476,6.6,-678,-1.9
2013-09,2013,September,Other College or Associate Degree,37543,35269,63.5,67.6,2274,6.1,-202,-0.5
2014-09,2014,September,Other College or Associate Degree,37663,35644,63.5,67.1,2019,5.4,-255,-0.7
2015-09,2015,September,Other College or Associate Degree,37285,35698,63.3,66.1,1586,4.3,-433,-1.1
2016-09,2016,September,Other College or Associate Degree,37778,36185,64,66.8,1593,4.2,7,-0.1
2017-09,2017,September,Other College or Associate Degree,37571,36209,63.5,65.9,1362,3.6,-231,-0.6
2018-09,2018,September,Other College or Associate Degree,37365,36174,63.1,65.2,1191,3.2,-171,-0.4
2019-09,2019,September,Other College or Associate Degree,37392,36307,63.1,65,1085,2.9,-106,-0.3
2020-09,2020,September,Other College or Associate Degree,35959,33012,58.4,63.6,2947,8.2,1862,5.3
2021-09,2021,September,Other College or Associate Degree,35830,34218,60.2,63.1,1611,4.5,-1336,-3.7
2022-09,2022,September,Other College or Associate Degree,35575,34558,60.9,62.7,1017,2.9,-594,-1.6
1993-10,1993,October,Other College or Associate Degree,28538,27090,70.5,74.3,1448,5.1,431,2.2
1994-10,1994,October,Other College or Associate Degree,30382,29104,70.9,74.1,1278,4.2,-170,-0.9
1995-10,1995,October,Other College or Associate Degree,31126,29910,70.6,73.4,1216,3.9,-62,-0.3
1996-10,1996,October,Other College or Associate Degree,31439,30278,71.6,74.4,1161,3.7,-55,-0.2
1997-10,1997,October,Other College or Associate Degree,31472,30555,71.7,73.9,917,2.9,-244,-0.8
1998-10,1998,October,Other College or Associate Degree,31485,30543,71.7,74,942,3,25,0.1
1999-10,1999,October,Other College or Associate Degree,32270,31386,71.7,73.7,884,2.7,-58,-0.3
2000-10,2000,October,Other College or Associate Degree,33219,32422,71.5,73.3,798,2.4,-86,-0.3
2001-10,2001,October,Other College or Associate Degree,33727,32360,70.2,73.2,1367,4.1,569,1.7
2002-10,2002,October,Other College or Associate Degree,34008,32438,69.7,73,1570,4.6,203,0.5
2003-10,2003,October,Other College or Associate Degree,33819,32205,68.9,72.3,1614,4.8,44,0.2
2004-10,2004,October,Other College or Associate Degree,34478,33047,68.7,71.7,1431,4.2,-183,-0.6
2005-10,2005,October,Other College or Associate Degree,35146,33794,69.2,72,1352,3.8,-79,-0.4
2006-10,2006,October,Other College or Associate Degree,35531,34311,69.5,72,1220,3.4,-132,-0.4
2007-10,2007,October,Other College or Associate Degree,36321,35054,68.9,71.4,1267,3.5,47,0.1
2008-10,2008,October,Other College or Associate Degree,36762,34841,67.7,71.4,1921,5.2,654,1.7
2009-10,2009,October,Other College or Associate Degree,36831,33625,64.6,70.7,3206,8.7,1285,3.5
2010-10,2010,October,Other College or Associate Degree,37183,34135,64.3,70.1,3048,8.2,-158,-0.5
2011-10,2011,October,Other College or Associate Degree,36856,33867,63.4,69,2989,8.1,-59,-0.1
2012-10,2012,October,Other College or Associate Degree,37625,35041,64,68.7,2583,6.9,-406,-1.2
2013-10,2013,October,Other College or Associate Degree,37219,34837,62.6,66.9,2382,6.4,-201,-0.5
